Codes:,Corporate general partners,Corporate limited partners,Individual general partners,Individual limited partners,Partnership general partners,Partnership limited partners,Tax-exempt organization general partners,Tax-exempt organization limited partners,Nominee and other general partners,Nominee and other limited partners
453220,6111955.09787,28501566.8179,10654584.5186,36974944.5304,1508118.73522,17658413.1655,0.0,173377.363792,120016.010735,4602487.27691
4533,12223910.1957,57003133.6358,21309169.0372,73949889.0608,3016237.47045,35316826.331,0.0,346754.727583,240032.021469,9204974.55382
45331,12223910.1957,57003133.6358,21309169.0372,73949889.0608,3016237.47045,35316826.331,0.0,346754.727583,240032.021469,9204974.55382
453310,12223910.1957,57003133.6358,21309169.0372,73949889.0608,3016237.47045,35316826.331,0.0,346754.727583,240032.021469,9204974.55382
4539,12223910.1957,57003133.6358,21309169.0372,73949889.0608,3016237.47045,35316826.331,0.0,346754.727583,240032.021469,9204974.55382
45391,3055977.54894,14250783.4089,5327292.2593,18487472.2652,754059.367612,8829206.58275,0.0,86688.6818958,60008.0053673,2301243.63845
453910,3055977.54894,14250783.4089,5327292.2593,18487472.2652,754059.367612,8829206.58275,0.0,86688.6818958,60008.0053673,2301243.63845
45392,3055977.54894,14250783.4089,5327292.2593,18487472.2652,754059.367612,8829206.58275,0.0,86688.6818958,60008.0053673,2301243.63845
453920,3055977.54894,14250783.4089,5327292.2593,18487472.2652,754059.367612,8829206.58275,0.0,86688.6818958,60008.0053673,2301243.63845
45393,3055977.54894,14250783.4089,5327292.2593,18487472.2652,754059.367612,8829206.58275,0.0,86688.6818958,60008.0053673,2301243.63845
453930,3055977.54894,14250783.4089,5327292.2593,18487472.2652,754059.367612,8829206.58275,0.0,86688.6818958,60008.0053673,2301243.63845
45399,3055977.54894,14250783.4089,5327292.2593,18487472.2652,754059.367612,8829206.58275,0.0,86688.6818958,60008.0053673,2301243.63845
453991,1527988.77447,7125391.70447,2663646.12965,9243736.1326,377029.683806,4414603.29137,0.0,43344.3409479,30004.0026837,1150621.81923
453998,1527988.77447,7125391.70447,2663646.12965,9243736.1326,377029.683806,4414603.29137,0.0,43344.3409479,30004.0026837,1150621.81923
454,100087512.992,466732967.357,174476227.223,605490417.029,24696492.5443,289168789.499,0.0,2839174.84228,1965345.59586,75368928.2312
4541,33362504.3307,155577655.786,58158742.4076,201830139.01,8232164.18142,96389596.4996,0.0,946391.614094,655115.198619,25122976.0771
45411,33362504.3307,155577655.786,58158742.4076,201830139.01,8232164.18142,96389596.4996,0.0,946391.614094,655115.198619,25122976.0771
454111,11120834.7769,51859218.5952,19386247.4692,67276713.0032,2744054.72714,32129865.4999,0.0,315463.871365,218371.732873,8374325.35902
454112,11120834.7769,51859218.5952,19386247.4692,67276713.0032,2744054.72714,32129865.4999,0.0,315463.871365,218371.732873,8374325.35902
454113,11120834.7769,51859218.5952,19386247.4692,67276713.0032,2744054.72714,32129865.4999,0.0,315463.871365,218371.732873,8374325.35902
4542,33362504.3307,155577655.786,58158742.4076,201830139.01,8232164.18142,96389596.4996,0.0,946391.614094,655115.198619,25122976.0771
45421,33362504.3307,155577655.786,58158742.4076,201830139.01,8232164.18142,96389596.4996,0.0,946391.614094,655115.198619,25122976.0771
454210,33362504.3307,155577655.786,58158742.4076,201830139.01,8232164.18142,96389596.4996,0.0,946391.614094,655115.198619,25122976.0771
4543,33362504.3307,155577655.786,58158742.4076,201830139.01,8232164.18142,96389596.4996,0.0,946391.614094,655115.198619,25122976.0771
45431,16681252.1654,77788827.8928,29079371.2038,100915069.505,4116082.09071,48194798.2498,0.0,473195.807047,327557.599309,12561488.0385
454310,16681252.1654,77788827.8928,29079371.2038,100915069.505,4116082.09071,48194798.2498,0.0,473195.807047,327557.599309,12561488.0385
45439,16681252.1654,77788827.8928,29079371.2038,100915069.505,4116082.09071,48194798.2498,0.0,473195.807047,327557.599309,12561488.0385
454390,16681252.1654,77788827.8928,29079371.2038,100915069.505,4116082.09071,48194798.2498,0.0,473195.807047,327557.599309,12561488.0385
48.49,3846106969.42,267969000.0,676703000.0,-163960969.418,1349165000.0,976012969.418,0.0,-650182030.582,99494030.5817,311236000.0
481,210762526.588,14684413.0796,37082596.8086,-8984884.83321,73932791.3772,53484461.3145,0.0,-35629276.1999,5452165.89985,17055398.1589
4811,105381263.294,7342206.5398,18541298.4043,-4492442.4166,36966395.6886,26742230.6573,0.0,-17814638.0999,2726082.94993,8527699.07945
48111,105381263.294,7342206.5398,18541298.4043,-4492442.4166,36966395.6886,26742230.6573,0.0,-17814638.0999,2726082.94993,8527699.07945
481111,52690631.647,3671103.2699,9270649.20215,-2246221.2083,18483197.8443,13371115.3286,0.0,-8907319.04996,1363041.47496,4263849.53973
481112,52690631.647,3671103.2699,9270649.20215,-2246221.2083,18483197.8443,13371115.3286,0.0,-8907319.04996,1363041.47496,4263849.53973
4812,105381263.294,7342206.5398,18541298.4043,-4492442.4166,36966395.6886,26742230.6573,0.0,-17814638.0999,2726082.94993,8527699.07945
48121,105381263.294,7342206.5398,18541298.4043,-4492442.4166,36966395.6886,26742230.6573,0.0,-17814638.0999,2726082.94993,8527699.07945
481211,35127087.7647,2447402.17993,6180432.80144,-1497480.80553,12322131.8962,8914076.88575,0.0,-5938212.69998,908694.316642,2842566.35982
481212,35127087.7647,2447402.17993,6180432.80144,-1497480.80553,12322131.8962,8914076.88575,0.0,-5938212.69998,908694.316642,2842566.35982
481219,35127087.7647,2447402.17993,6180432.80144,-1497480.80553,12322131.8962,8914076.88575,0.0,-5938212.69998,908694.316642,2842566.35982
482,137178589.87,9557614.97046,24135876.6251,-5847974.26524,48120490.0627,34811325.8171,0.0,-23189956.7077,3548640.46274,11100813.3513
4821,137178589.87,9557614.97046,24135876.6251,-5847974.26524,48120490.0627,34811325.8171,0.0,-23189956.7077,3548640.46274,11100813.3513
48211,137178589.87,9557614.97046,24135876.6251,-5847974.26524,48120490.0627,34811325.8171,0.0,-23189956.7077,3548640.46274,11100813.3513
482111,68589294.9351,4778807.48523,12067938.3126,-2923987.13262,24060245.0314,17405662.9085,0.0,-11594978.3539,1774320.23137,5550406.67567
482112,68589294.9351,4778807.48523,12067938.3126,-2923987.13262,24060245.0314,17405662.9085,0.0,-11594978.3539,1774320.23137,5550406.67567
483,172151146.131,11994250.5095,30289120.3927,-7338867.33533,60388414.2891,43686187.7893,0.0,-29102045.9515,4453337.24049,13930874.6593
4831,86075573.0654,5997125.25475,15144560.1964,-3669433.66767,30194207.1446,21843093.8947,0.0,-14551022.9757,2226668.62024,6965437.32964
48311,86075573.0654,5997125.25475,15144560.1964,-3669433.66767,30194207.1446,21843093.8947,0.0,-14551022.9757,2226668.62024,6965437.32964
483111,21518893.2663,1499281.31369,3786140.04909,-917358.416916,7548551.78614,5460773.47366,0.0,-3637755.74393,556667.155061,1741359.33241
483112,21518893.2663,1499281.31369,3786140.04909,-917358.416916,7548551.78614,5460773.47366,0.0,-3637755.74393,556667.155061,1741359.33241
483113,21518893.2663,1499281.31369,3786140.04909,-917358.416916,7548551.78614,5460773.47366,0.0,-3637755.74393,556667.155061,1741359.33241
483114,21518893.2663,1499281.31369,3786140.04909,-917358.416916,7548551.78614,5460773.47366,0.0,-3637755.74393,556667.155061,1741359.33241
4832,86075573.0654,5997125.25475,15144560.1964,-3669433.66767,30194207.1446,21843093.8947,0.0,-14551022.9757,2226668.62024,6965437.32964
48321,86075573.0654,5997125.25475,15144560.1964,-3669433.66767,30194207.1446,21843093.8947,0.0,-14551022.9757,2226668.62024,6965437.32964
483211,43037786.5327,2998562.62737,7572280.09819,-1834716.83383,15097103.5723,10921546.9473,0.0,-7275511.48786,1113334.31012,3482718.66482
483212,43037786.5327,2998562.62737,7572280.09819,-1834716.83383,15097103.5723,10921546.9473,0.0,-7275511.48786,1113334.31012,3482718.66482
484,340279023.363,23708188.6533,59870367.0433,-14506221.2224,119365517.446,86351404.8528,0.0,-57523960.7566,8802597.4904,27536176.9596
4841,170139511.682,11854094.3266,29935183.5217,-7253110.61119,59682758.7228,43175702.4264,0.0,-28761980.3783,4401298.7452,13768088.4798
48411,85069755.8408,5927047.16332,14967591.7608,-3626555.3056,29841379.3614,21587851.2132,0.0,-14380990.1892,2200649.3726,6884044.2399
484110,85069755.8408,5927047.16332,14967591.7608,-3626555.3056,29841379.3614,21587851.2132,0.0,-14380990.1892,2200649.3726,6884044.2399
48412,85069755.8408,5927047.16332,14967591.7608,-3626555.3056,29841379.3614,21587851.2132,0.0,-14380990.1892,2200649.3726,6884044.2399
484121,42534877.9204,2963523.58166,7483795.88042,-1813277.6528,14920689.6807,10793925.6066,0.0,-7190495.09458,1100324.6863,3442022.11995
484122,42534877.9204,2963523.58166,7483795.88042,-1813277.6528,14920689.6807,10793925.6066,0.0,-7190495.09458,1100324.6863,3442022.11995
4842,170139511.682,11854094.3266,29935183.5217,-7253110.61119,59682758.7228,43175702.4264,0.0,-28761980.3783,4401298.7452,13768088.4798
48421,56713170.5605,3951364.77554,9978394.50722,-2417703.53706,19894252.9076,14391900.8088,0.0,-9587326.79277,1467099.58173,4589362.8266
484210,56713170.5605,3951364.77554,9978394.50722,-2417703.53706,19894252.9076,14391900.8088,0.0,-9587326.79277,1467099.58173,4589362.8266
48422,56713170.5605,3951364.77554,9978394.50722,-2417703.53706,19894252.9076,14391900.8088,0.0,-9587326.79277,1467099.58173,4589362.8266
484220,56713170.5605,3951364.77554,9978394.50722,-2417703.53706,19894252.9076,14391900.8088,0.0,-9587326.79277,1467099.58173,4589362.8266
48423,56713170.5605,3951364.77554,9978394.50722,-2417703.53706,19894252.9076,14391900.8088,0.0,-9587326.79277,1467099.58173,4589362.8266
484230,56713170.5605,3951364.77554,9978394.50722,-2417703.53706,19894252.9076,14391900.8088,0.0,-9587326.79277,1467099.58173,4589362.8266
485,43984926.818,3064552.53278,7738924.62409,-1875093.77618,15429348.2376,11161899.3893,0.0,-7435624.97375,1137835.65792,3559363.47896
4851,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
48511,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
485111,1832705.28408,127689.688866,322455.19267,-78128.9073407,642889.509902,465079.141222,0.0,-309817.707239,47409.8190798,148306.811623
485112,1832705.28408,127689.688866,322455.19267,-78128.9073407,642889.509902,465079.141222,0.0,-309817.707239,47409.8190798,148306.811623
485113,1832705.28408,127689.688866,322455.19267,-78128.9073407,642889.509902,465079.141222,0.0,-309817.707239,47409.8190798,148306.811623
485119,1832705.28408,127689.688866,322455.19267,-78128.9073407,642889.509902,465079.141222,0.0,-309817.707239,47409.8190798,148306.811623
4852,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
48521,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
485210,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
4853,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
48531,3665410.56817,255379.377732,644910.385341,-156257.814681,1285779.0198,930158.282445,0.0,-619635.414479,94819.6381597,296613.623247
485310,3665410.56817,255379.377732,644910.385341,-156257.814681,1285779.0198,930158.282445,0.0,-619635.414479,94819.6381597,296613.623247
48532,3665410.56817,255379.377732,644910.385341,-156257.814681,1285779.0198,930158.282445,0.0,-619635.414479,94819.6381597,296613.623247
485320,3665410.56817,255379.377732,644910.385341,-156257.814681,1285779.0198,930158.282445,0.0,-619635.414479,94819.6381597,296613.623247
4854,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
48541,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
485410,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
4855,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
48551,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
485510,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
4859,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
48599,7330821.13633,510758.755464,1289820.77068,-312515.629363,2571558.03961,1860316.56489,0.0,-1239270.82896,189639.276319,593227.246493
485991,3665410.56817,255379.377732,644910.385341,-156257.814681,1285779.0198,930158.282445,0.0,-619635.414479,94819.6381597,296613.623247
485999,3665410.56817,255379.377732,644910.385341,-156257.814681,1285779.0198,930158.282445,0.0,-619635.414479,94819.6381597,296613.623247
486,2379496662.93,165786169.324,418660360.489,-101438827.023,834696913.21,603836456.494,0.0,-402252455.371,61554635.8002,192554452.924
4861,793165554.311,55262056.4413,139553453.496,-33812942.3409,278232304.403,201278818.831,0.0,-134084151.79,20518211.9334,64184817.6415
48611,793165554.311,55262056.4413,139553453.496,-33812942.3409,278232304.403,201278818.831,0.0,-134084151.79,20518211.9334,64184817.6415
486110,793165554.311,55262056.4413,139553453.496,-33812942.3409,278232304.403,201278818.831,0.0,-134084151.79,20518211.9334,64184817.6415
4862,793165554.311,55262056.4413,139553453.496,-33812942.3409,278232304.403,201278818.831,0.0,-134084151.79,20518211.9334,64184817.6415
48621,793165554.311,55262056.4413,139553453.496,-33812942.3409,278232304.403,201278818.831,0.0,-134084151.79,20518211.9334,64184817.6415
486210,793165554.311,55262056.4413,139553453.496,-33812942.3409,278232304.403,201278818.831,0.0,-134084151.79,20518211.9334,64184817.6415
4869,793165554.311,55262056.4413,139553453.496,-33812942.3409,278232304.403,201278818.831,0.0,-134084151.79,20518211.9334,64184817.6415
48691,396582777.156,27631028.2206,69776726.7482,-16906471.1705,139116152.202,100639409.416,0.0,-67042075.8952,10259105.9667,32092408.8207
486910,396582777.156,27631028.2206,69776726.7482,-16906471.1705,139116152.202,100639409.416,0.0,-67042075.8952,10259105.9667,32092408.8207
48699,396582777.156,27631028.2206,69776726.7482,-16906471.1705,139116152.202,100639409.416,0.0,-67042075.8952,10259105.9667,32092408.8207
486990,396582777.156,27631028.2206,69776726.7482,-16906471.1705,139116152.202,100639409.416,0.0,-67042075.8952,10259105.9667,32092408.8207
487,33272679.4204,2318200.37833,5854159.06548,-1418426.68867,11671629.2311,8443490.23567,0.0,-5624726.10369,860723.066236,2692503.28564
4871,11090893.1401,772733.459444,1951386.35516,-472808.896224,3890543.07704,2814496.74522,0.0,-1874908.70123,286907.688745,897501.095214
48711,11090893.1401,772733.459444,1951386.35516,-472808.896224,3890543.07704,2814496.74522,0.0,-1874908.70123,286907.688745,897501.095214
487110,11090893.1401,772733.459444,1951386.35516,-472808.896224,3890543.07704,2814496.74522,0.0,-1874908.70123,286907.688745,897501.095214
4872,11090893.1401,772733.459444,1951386.35516,-472808.896224,3890543.07704,2814496.74522,0.0,-1874908.70123,286907.688745,897501.095214
48721,11090893.1401,772733.459444,1951386.35516,-472808.896224,3890543.07704,2814496.74522,0.0,-1874908.70123,286907.688745,897501.095214
487210,11090893.1401,772733.459444,1951386.35516,-472808.896224,3890543.07704,2814496.74522,0.0,-1874908.70123,286907.688745,897501.095214
4879,11090893.1401,772733.459444,1951386.35516,-472808.896224,3890543.07704,2814496.74522,0.0,-1874908.70123,286907.688745,897501.095214
48799,11090893.1401,772733.459444,1951386.35516,-472808.896224,3890543.07704,2814496.74522,0.0,-1874908.70123,286907.688745,897501.095214
487990,11090893.1401,772733.459444,1951386.35516,-472808.896224,3890543.07704,2814496.74522,0.0,-1874908.70123,286907.688745,897501.095214
488,360084439.676,25088087.2484,63355029.5193,-15350533.48,126313003.491,91377355.3371,0.0,-60872054.2696,9314939.11583,29138877.7166
4881,60014073.2793,4181347.87473,10559171.5865,-2558422.24666,21052167.2485,15229559.2229,0.0,-10145342.3783,1552489.85264,4856479.61944
48811,30007036.6396,2090673.93737,5279585.79327,-1279211.12333,10526083.6243,7614779.61143,0.0,-5072671.18914,776244.926319,2428239.80972
488111,15003518.3198,1045336.96868,2639792.89664,-639605.561666,5263041.81213,3807389.80571,0.0,-2536335.59457,388122.46316,1214119.90486
488119,15003518.3198,1045336.96868,2639792.89664,-639605.561666,5263041.81213,3807389.80571,0.0,-2536335.59457,388122.46316,1214119.90486
48819,30007036.6396,2090673.93737,5279585.79327,-1279211.12333,10526083.6243,7614779.61143,0.0,-5072671.18914,776244.926319,2428239.80972
488190,30007036.6396,2090673.93737,5279585.79327,-1279211.12333,10526083.6243,7614779.61143,0.0,-5072671.18914,776244.926319,2428239.80972
4882,60014073.2793,4181347.87473,10559171.5865,-2558422.24666,21052167.2485,15229559.2229,0.0,-10145342.3783,1552489.85264,4856479.61944
48821,60014073.2793,4181347.87473,10559171.5865,-2558422.24666,21052167.2485,15229559.2229,0.0,-10145342.3783,1552489.85264,4856479.61944
488210,60014073.2793,4181347.87473,10559171.5865,-2558422.24666,21052167.2485,15229559.2229,0.0,-10145342.3783,1552489.85264,4856479.61944
4883,60014073.2793,4181347.87473,10559171.5865,-2558422.24666,21052167.2485,15229559.2229,0.0,-10145342.3783,1552489.85264,4856479.61944
48831,15003518.3198,1045336.96868,2639792.89664,-639605.561666,5263041.81213,3807389.80571,0.0,-2536335.59457,388122.46316,1214119.90486
488310,15003518.3198,1045336.96868,2639792.89664,-639605.561666,5263041.81213,3807389.80571,0.0,-2536335.59457,388122.46316,1214119.90486
48832,15003518.3198,1045336.96868,2639792.89664,-639605.561666,5263041.81213,3807389.80571,0.0,-2536335.59457,388122.46316,1214119.90486
488320,15003518.3198,1045336.96868,2639792.89664,-639605.561666,5263041.81213,3807389.80571,0.0,-2536335.59457,388122.46316,1214119.90486
48833,15003518.3198,1045336.96868,2639792.89664,-639605.561666,5263041.81213,3807389.80571,0.0,-2536335.59457,388122.46316,1214119.90486
488330,15003518.3198,1045336.96868,2639792.89664,-639605.561666,5263041.81213,3807389.80571,0.0,-2536335.59457,388122.46316,1214119.90486
48839,15003518.3198,1045336.96868,2639792.89664,-639605.561666,5263041.81213,3807389.80571,0.0,-2536335.59457,388122.46316,1214119.90486
488390,15003518.3198,1045336.96868,2639792.89664,-639605.561666,5263041.81213,3807389.80571,0.0,-2536335.59457,388122.46316,1214119.90486
4884,60014073.2793,4181347.87473,10559171.5865,-2558422.24666,21052167.2485,15229559.2229,0.0,-10145342.3783,1552489.85264,4856479.61944
48841,30007036.6396,2090673.93737,5279585.79327,-1279211.12333,10526083.6243,7614779.61143,0.0,-5072671.18914,776244.926319,2428239.80972
488410,30007036.6396,2090673.93737,5279585.79327,-1279211.12333,10526083.6243,7614779.61143,0.0,-5072671.18914,776244.926319,2428239.80972
48849,30007036.6396,2090673.93737,5279585.79327,-1279211.12333,10526083.6243,7614779.61143,0.0,-5072671.18914,776244.926319,2428239.80972
488490,30007036.6396,2090673.93737,5279585.79327,-1279211.12333,10526083.6243,7614779.61143,0.0,-5072671.18914,776244.926319,2428239.80972
4885,60014073.2793,4181347.87473,10559171.5865,-2558422.24666,21052167.2485,15229559.2229,0.0,-10145342.3783,1552489.85264,4856479.61944
48851,60014073.2793,4181347.87473,10559171.5865,-2558422.24666,21052167.2485,15229559.2229,0.0,-10145342.3783,1552489.85264,4856479.61944
488510,60014073.2793,4181347.87473,10559171.5865,-2558422.24666,21052167.2485,15229559.2229,0.0,-10145342.3783,1552489.85264,4856479.61944
4889,60014073.2793,4181347.87473,10559171.5865,-2558422.24666,21052167.2485,15229559.2229,0.0,-10145342.3783,1552489.85264,4856479.61944
48899,60014073.2793,4181347.87473,10559171.5865,-2558422.24666,21052167.2485,15229559.2229,0.0,-10145342.3783,1552489.85264,4856479.61944
488991,30007036.6396,2090673.93737,5279585.79327,-1279211.12333,10526083.6243,7614779.61143,0.0,-5072671.18914,776244.926319,2428239.80972
488999,30007036.6396,2090673.93737,5279585.79327,-1279211.12333,10526083.6243,7614779.61143,0.0,-5072671.18914,776244.926319,2428239.80972
492,4313934.45634,300563.845863,759014.871822,-183904.629042,1513272.8827,1094731.89698,0.0,-729267.981083,111596.149077,349093.697895
4921,2156967.22817,150281.922932,379507.435911,-91952.3145212,756636.44135,547365.948488,0.0,-364633.990542,55798.0745387,174546.848947
49211,2156967.22817,150281.922932,379507.435911,-91952.3145212,756636.44135,547365.948488,0.0,-364633.990542,55798.0745387,174546.848947
492110,2156967.22817,150281.922932,379507.435911,-91952.3145212,756636.44135,547365.948488,0.0,-364633.990542,55798.0745387,174546.848947
4922,2156967.22817,150281.922932,379507.435911,-91952.3145212,756636.44135,547365.948488,0.0,-364633.990542,55798.0745387,174546.848947
49221,2156967.22817,150281.922932,379507.435911,-91952.3145212,756636.44135,547365.948488,0.0,-364633.990542,55798.0745387,174546.848947
492210,2156967.22817,150281.922932,379507.435911,-91952.3145212,756636.44135,547365.948488,0.0,-364633.990542,55798.0745387,174546.848947
493,164583040.162,11466959.4579,28957550.5601,-7016236.16538,57733619.7733,41765656.2913,0.0,-27822662.2667,4257559.69902,13318445.7674
4931,164583040.162,11466959.4579,28957550.5601,-7016236.16538,57733619.7733,41765656.2913,0.0,-27822662.2667,4257559.69902,13318445.7674
49311,41145760.0405,2866739.86448,7239387.64004,-1754059.04134,14433404.9433,10441414.0728,0.0,-6955665.56668,1064389.92475,3329611.44185
493110,41145760.0405,2866739.86448,7239387.64004,-1754059.04134,14433404.9433,10441414.0728,0.0,-6955665.56668,1064389.92475,3329611.44185
49312,41145760.0405,2866739.86448,7239387.64004,-1754059.04134,14433404.9433,10441414.0728,0.0,-6955665.56668,1064389.92475,3329611.44185
493120,41145760.0405,2866739.86448,7239387.64004,-1754059.04134,14433404.9433,10441414.0728,0.0,-6955665.56668,1064389.92475,3329611.44185
49313,41145760.0405,2866739.86448,7239387.64004,-1754059.04134,14433404.9433,10441414.0728,0.0,-6955665.56668,1064389.92475,3329611.44185
493130,41145760.0405,2866739.86448,7239387.64004,-1754059.04134,14433404.9433,10441414.0728,0.0,-6955665.56668,1064389.92475,3329611.44185
49319,41145760.0405,2866739.86448,7239387.64004,-1754059.04134,14433404.9433,10441414.0728,0.0,-6955665.56668,1064389.92475,3329611.44185
493190,41145760.0405,2866739.86448,7239387.64004,-1754059.04134,14433404.9433,10441414.0728,0.0,-6955665.56668,1064389.92475,3329611.44185
51,17906150929.8,6784073000.0,203829000.0,1801884070.19,13556114000.0,5594497929.81,-1186000.0,69696929.8119,-325591929.812,1173950000.0
511,760691422.337,288201867.606,8659089.97033,76547872.3826,575892590.23,237666185.445,-50383.8055665,2960873.99682,-13831838.5208,49871895.9062
5111,161444576.389,61166232.5405,1837753.22177,16246060.449,122223982.742,50440843.0337,-10693.156131,628398.104831,-2935586.29045,10584511.5008
51111,68257026.6841,25860423.8065,776982.252999,6868659.24132,51674982.4492,21325844.7321,-4520.95115051,265679.945211,-1241134.24088,4475017.37196
511110,68257026.6841,25860423.8065,776982.252999,6868659.24132,51674982.4492,21325844.7321,-4520.95115051,265679.945211,-1241134.24088,4475017.37196
51112,43536938.3003,16494765.8926,495588.953293,4381093.17271,32960277.2323,13602438.1871,-2883.6352953,169460.81516,-791642.816754,2854336.97716
511120,43536938.3003,16494765.8926,495588.953293,4381093.17271,32960277.2323,13602438.1871,-2883.6352953,169460.81516,-791642.816754,2854336.97716
51113,49650611.4047,18811042.8413,565182.015481,4996308.03493,37588723.0601,15512560.1145,-3288.56968518,193257.34446,-902809.232815,3255157.1517
511130,49650611.4047,18811042.8413,565182.015481,4996308.03493,37588723.0601,15512560.1145,-3288.56968518,193257.34446,-902809.232815,3255157.1517
5112,599246845.948,227035635.066,6821336.74856,60301811.9336,453668607.489,187225342.411,-39690.6494355,2332475.89199,-10896252.2303,39287384.4054
51121,599246845.948,227035635.066,6821336.74856,60301811.9336,453668607.489,187225342.411,-39690.6494355,2332475.89199,-10896252.2303,39287384.4054
511210,599246845.948,227035635.066,6821336.74856,60301811.9336,453668607.489,187225342.411,-39690.6494355,2332475.89199,-10896252.2303,39287384.4054
512,1100174843.73,416821375.062,12523492.0169,110709863.505,832903489.981,343732492.249,-72869.2263223,4282260.83679,-20004748.7539,72128860.237
5121,550087421.866,208410687.531,6261746.00845,55354931.7526,416451744.99,171866246.124,-36434.6131612,2141130.4184,-10002374.377,36064430.1185
51211,137521855.466,52102671.8828,1565436.50211,13838732.9381,104112936.248,42966561.5311,-9108.65329029,535282.604599,-2500593.59424,9016107.52962
512110,137521855.466,52102671.8828,1565436.50211,13838732.9381,104112936.248,42966561.5311,-9108.65329029,535282.604599,-2500593.59424,9016107.52962
51212,137521855.466,52102671.8828,1565436.50211,13838732.9381,104112936.248,42966561.5311,-9108.65329029,535282.604599,-2500593.59424,9016107.52962
512120,137521855.466,52102671.8828,1565436.50211,13838732.9381,104112936.248,42966561.5311,-9108.65329029,535282.604599,-2500593.59424,9016107.52962
51213,137521855.466,52102671.8828,1565436.50211,13838732.9381,104112936.248,42966561.5311,-9108.65329029,535282.604599,-2500593.59424,9016107.52962
512131,68760927.7332,26051335.9414,782718.251057,6919366.46907,52056468.1238,21483280.7656,-4554.32664514,267641.3023,-1250296.79712,4508053.76481
512132,68760927.7332,26051335.9414,782718.251057,6919366.46907,52056468.1238,21483280.7656,-4554.32664514,267641.3023,-1250296.79712,4508053.76481
51219,137521855.466,52102671.8828,1565436.50211,13838732.9381,104112936.248,42966561.5311,-9108.65329029,535282.604599,-2500593.59424,9016107.52962
512191,68760927.7332,26051335.9414,782718.251057,6919366.46907,52056468.1238,21483280.7656,-4554.32664514,267641.3023,-1250296.79712,4508053.76481
512199,68760927.7332,26051335.9414,782718.251057,6919366.46907,52056468.1238,21483280.7656,-4554.32664514,267641.3023,-1250296.79712,4508053.76481
5122,550087421.866,208410687.531,6261746.00845,55354931.7526,416451744.99,171866246.124,-36434.6131612,2141130.4184,-10002374.377,36064430.1185
51221,110017484.373,41682137.5062,1252349.20169,11070986.3505,83290348.9981,34373249.2249,-7286.92263223,428226.083679,-2000474.87539,7212886.0237
512210,110017484.373,41682137.5062,1252349.20169,11070986.3505,83290348.9981,34373249.2249,-7286.92263223,428226.083679,-2000474.87539,7212886.0237
51222,110017484.373,41682137.5062,1252349.20169,11070986.3505,83290348.9981,34373249.2249,-7286.92263223,428226.083679,-2000474.87539,7212886.0237
512220,110017484.373,41682137.5062,1252349.20169,11070986.3505,83290348.9981,34373249.2249,-7286.92263223,428226.083679,-2000474.87539,7212886.0237
51223,110017484.373,41682137.5062,1252349.20169,11070986.3505,83290348.9981,34373249.2249,-7286.92263223,428226.083679,-2000474.87539,7212886.0237
512230,110017484.373,41682137.5062,1252349.20169,11070986.3505,83290348.9981,34373249.2249,-7286.92263223,428226.083679,-2000474.87539,7212886.0237
51224,110017484.373,41682137.5062,1252349.20169,11070986.3505,83290348.9981,34373249.2249,-7286.92263223,428226.083679,-2000474.87539,7212886.0237
512240,110017484.373,41682137.5062,1252349.20169,11070986.3505,83290348.9981,34373249.2249,-7286.92263223,428226.083679,-2000474.87539,7212886.0237
51229,110017484.373,41682137.5062,1252349.20169,11070986.3505,83290348.9981,34373249.2249,-7286.92263223,428226.083679,-2000474.87539,7212886.0237
512290,110017484.373,41682137.5062,1252349.20169,11070986.3505,83290348.9981,34373249.2249,-7286.92263223,428226.083679,-2000474.87539,7212886.0237
