NAICS,Mainframes,PCs,DASDs,Printers,Terminals,Tape drives,Storage devices,System integrators,Communications,Nonelectro medical instruments,Electro medical instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Nuclear fuel,Other fabricated metals,Steam engines,Internal combustion engines,Metalworking machinery,Special industrial machinery,General industrial equipment,Electric transmission and distribution,Light trucks (including utility vehicles),"Other trucks, buses and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Household furniture,Other furniture,Other agricultural machinery,Farm tractors,Other construction machinery,Construction tractors,Mining and oilfield machinery,Service industry machinery,Household appliances,Other electrical,Other,Office,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Mobile structures,Other commercial,Manufacturing,Electric,Wind and solar,Gas,Petroleum pipelines,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Lodging,Amusement and recreation,Air transportation,Other transportation,Other railroad,Track replacement,Local transit structures,Other land transportation,Farm,Water supply,Sewage and waste disposal,Public safety,Highway and conservation and development,Prepackaged software,Custom software,Own account software,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, ex. pharma and med",Semiconductor and other component manufacturing,Computers and peripheral equipment manufacturing,Communications equipment manufacturing,Navigational and other instruments manufacturing,"Other computer and electronic manufacturing, n.e.c.",Motor vehicles and parts manufacturing,Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Software publishers,Financial and real estate services,Computer systems design and related services,"All other nonmanufacturing, n.e.c.",Private universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other entertainment originals
[[32519]],2314285.714,37542857.14,0,5428571.429,6771428.571,0,2257142.857,14714285.71,125085714.3,68685714.29,7771428.571,527657142.9,9571428.571,285714.2857,0,496514285.7,25714285.71,13200000,29600000,962400000,2016657143,201514285.7,10171428.57,5600000,10457142.86,4542857.143,0,714285.7143,0,51828571.43,0,5657142.857,15342857.14,685714.2857,3314285.714,37600000,0,6028571.429,139200000,403514285.7,0,0,171428.5714,0,57142.85714,144342857.1,228571.4286,24371428.57,3742257143,1514285.714,85714.28571,285714.2857,5114285.714,0,485714.2857,228571.4286,0,600000,0,57142.85714,3085714.286,0,114285.7143,1200000,0,2428571.429,0,6457142.857,2657142.857,0,17742857.14,43114285.71,48714285.71,35828571.43,0,1823742857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325193]],771428.5714,12514285.71,0,1809523.81,2257142.857,0,752380.9524,4904761.905,41695238.1,22895238.1,2590476.19,175885714.3,3190476.19,95238.09524,0,165504761.9,8571428.571,4400000,9866666.667,320800000,672219047.6,67171428.57,3390476.19,1866666.667,3485714.286,1514285.714,0,238095.2381,0,17276190.48,0,1885714.286,5114285.714,228571.4286,1104761.905,12533333.33,0,2009523.81,46400000,134504761.9,0,0,57142.85714,0,19047.61905,48114285.71,76190.47619,8123809.524,1247419048,504761.9048,28571.42857,95238.09524,1704761.905,0,161904.7619,76190.47619,0,200000,0,19047.61905,1028571.429,0,38095.2381,400000,0,809523.8095,0,2152380.952,885714.2857,0,5914285.714,14371428.57,16238095.24,11942857.14,0,607914285.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325194]],771428.5714,12514285.71,0,1809523.81,2257142.857,0,752380.9524,4904761.905,41695238.1,22895238.1,2590476.19,175885714.3,3190476.19,95238.09524,0,165504761.9,8571428.571,4400000,9866666.667,320800000,672219047.6,67171428.57,3390476.19,1866666.667,3485714.286,1514285.714,0,238095.2381,0,17276190.48,0,1885714.286,5114285.714,228571.4286,1104761.905,12533333.33,0,2009523.81,46400000,134504761.9,0,0,57142.85714,0,19047.61905,48114285.71,76190.47619,8123809.524,1247419048,504761.9048,28571.42857,95238.09524,1704761.905,0,161904.7619,76190.47619,0,200000,0,19047.61905,1028571.429,0,38095.2381,400000,0,809523.8095,0,2152380.952,885714.2857,0,5914285.714,14371428.57,16238095.24,11942857.14,0,607914285.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325199]],771428.5714,12514285.71,0,1809523.81,2257142.857,0,752380.9524,4904761.905,41695238.1,22895238.1,2590476.19,175885714.3,3190476.19,95238.09524,0,165504761.9,8571428.571,4400000,9866666.667,320800000,672219047.6,67171428.57,3390476.19,1866666.667,3485714.286,1514285.714,0,238095.2381,0,17276190.48,0,1885714.286,5114285.714,228571.4286,1104761.905,12533333.33,0,2009523.81,46400000,134504761.9,0,0,57142.85714,0,19047.61905,48114285.71,76190.47619,8123809.524,1247419048,504761.9048,28571.42857,95238.09524,1704761.905,0,161904.7619,76190.47619,0,200000,0,19047.61905,1028571.429,0,38095.2381,400000,0,809523.8095,0,2152380.952,885714.2857,0,5914285.714,14371428.57,16238095.24,11942857.14,0,607914285.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[3252]],11571428.57,187714285.7,0,27142857.14,33857142.86,0,11285714.29,73571428.57,625428571.4,343428571.4,38857142.86,2638285714,47857142.86,1428571.429,0,2482571429,128571428.6,66000000,148000000,4812000000,10083285714,1007571429,50857142.86,28000000,52285714.29,22714285.71,0,3571428.571,0,259142857.1,0,28285714.29,76714285.71,3428571.429,16571428.57,188000000,0,30142857.14,696000000,2017571429,0,0,857142.8571,0,285714.2857,721714285.7,1142857.143,121857142.9,18711285714,7571428.571,428571.4286,1428571.429,25571428.57,0,2428571.429,1142857.143,0,3000000,0,285714.2857,15428571.43,0,571428.5714,6000000,0,12142857.14,0,32285714.29,13285714.29,0,88714285.71,215571428.6,243571428.6,179142857.1,0,9118714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[32521]],5785714.286,93857142.86,0,13571428.57,16928571.43,0,5642857.143,36785714.29,312714285.7,171714285.7,19428571.43,1319142857,23928571.43,714285.7143,0,1241285714,64285714.29,33000000,74000000,2406000000,5041642857,503785714.3,25428571.43,14000000,26142857.14,11357142.86,0,1785714.286,0,129571428.6,0,14142857.14,38357142.86,1714285.714,8285714.286,94000000,0,15071428.57,348000000,1008785714,0,0,428571.4286,0,142857.1429,360857142.9,571428.5714,60928571.43,9355642857,3785714.286,214285.7143,714285.7143,12785714.29,0,1214285.714,571428.5714,0,1500000,0,142857.1429,7714285.714,0,285714.2857,3000000,0,6071428.571,0,16142857.14,6642857.143,0,44357142.86,107785714.3,121785714.3,89571428.57,0,4559357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325211]],2892857.143,46928571.43,0,6785714.286,8464285.714,0,2821428.571,18392857.14,156357142.9,85857142.86,9714285.714,659571428.6,11964285.71,357142.8571,0,620642857.1,32142857.14,16500000,37000000,1203000000,2520821429,251892857.1,12714285.71,7000000,13071428.57,5678571.429,0,892857.1429,0,64785714.29,0,7071428.571,19178571.43,857142.8571,4142857.143,47000000,0,7535714.286,174000000,504392857.1,0,0,214285.7143,0,71428.57143,180428571.4,285714.2857,30464285.71,4677821429,1892857.143,107142.8571,357142.8571,6392857.143,0,607142.8571,285714.2857,0,750000,0,71428.57143,3857142.857,0,142857.1429,1500000,0,3035714.286,0,8071428.571,3321428.571,0,22178571.43,53892857.14,60892857.14,44785714.29,0,2279678571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325212]],2892857.143,46928571.43,0,6785714.286,8464285.714,0,2821428.571,18392857.14,156357142.9,85857142.86,9714285.714,659571428.6,11964285.71,357142.8571,0,620642857.1,32142857.14,16500000,37000000,1203000000,2520821429,251892857.1,12714285.71,7000000,13071428.57,5678571.429,0,892857.1429,0,64785714.29,0,7071428.571,19178571.43,857142.8571,4142857.143,47000000,0,7535714.286,174000000,504392857.1,0,0,214285.7143,0,71428.57143,180428571.4,285714.2857,30464285.71,4677821429,1892857.143,107142.8571,357142.8571,6392857.143,0,607142.8571,285714.2857,0,750000,0,71428.57143,3857142.857,0,142857.1429,1500000,0,3035714.286,0,8071428.571,3321428.571,0,22178571.43,53892857.14,60892857.14,44785714.29,0,2279678571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[32522]],5785714.286,93857142.86,0,13571428.57,16928571.43,0,5642857.143,36785714.29,312714285.7,171714285.7,19428571.43,1319142857,23928571.43,714285.7143,0,1241285714,64285714.29,33000000,74000000,2406000000,5041642857,503785714.3,25428571.43,14000000,26142857.14,11357142.86,0,1785714.286,0,129571428.6,0,14142857.14,38357142.86,1714285.714,8285714.286,94000000,0,15071428.57,348000000,1008785714,0,0,428571.4286,0,142857.1429,360857142.9,571428.5714,60928571.43,9355642857,3785714.286,214285.7143,714285.7143,12785714.29,0,1214285.714,571428.5714,0,1500000,0,142857.1429,7714285.714,0,285714.2857,3000000,0,6071428.571,0,16142857.14,6642857.143,0,44357142.86,107785714.3,121785714.3,89571428.57,0,4559357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325220]],5785714.286,93857142.86,0,13571428.57,16928571.43,0,5642857.143,36785714.29,312714285.7,171714285.7,19428571.43,1319142857,23928571.43,714285.7143,0,1241285714,64285714.29,33000000,74000000,2406000000,5041642857,503785714.3,25428571.43,14000000,26142857.14,11357142.86,0,1785714.286,0,129571428.6,0,14142857.14,38357142.86,1714285.714,8285714.286,94000000,0,15071428.57,348000000,1008785714,0,0,428571.4286,0,142857.1429,360857142.9,571428.5714,60928571.43,9355642857,3785714.286,214285.7143,714285.7143,12785714.29,0,1214285.714,571428.5714,0,1500000,0,142857.1429,7714285.714,0,285714.2857,3000000,0,6071428.571,0,16142857.14,6642857.143,0,44357142.86,107785714.3,121785714.3,89571428.57,0,4559357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[3253]],11571428.57,187714285.7,0,27142857.14,33857142.86,0,11285714.29,73571428.57,625428571.4,343428571.4,38857142.86,2638285714,47857142.86,1428571.429,0,2482571429,128571428.6,66000000,148000000,4812000000,10083285714,1007571429,50857142.86,28000000,52285714.29,22714285.71,0,3571428.571,0,259142857.1,0,28285714.29,76714285.71,3428571.429,16571428.57,188000000,0,30142857.14,696000000,2017571429,0,0,857142.8571,0,285714.2857,721714285.7,1142857.143,121857142.9,18711285714,7571428.571,428571.4286,1428571.429,25571428.57,0,2428571.429,1142857.143,0,3000000,0,285714.2857,15428571.43,0,571428.5714,6000000,0,12142857.14,0,32285714.29,13285714.29,0,88714285.71,215571428.6,243571428.6,179142857.1,0,9118714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[32531]],5785714.286,93857142.86,0,13571428.57,16928571.43,0,5642857.143,36785714.29,312714285.7,171714285.7,19428571.43,1319142857,23928571.43,714285.7143,0,1241285714,64285714.29,33000000,74000000,2406000000,5041642857,503785714.3,25428571.43,14000000,26142857.14,11357142.86,0,1785714.286,0,129571428.6,0,14142857.14,38357142.86,1714285.714,8285714.286,94000000,0,15071428.57,348000000,1008785714,0,0,428571.4286,0,142857.1429,360857142.9,571428.5714,60928571.43,9355642857,3785714.286,214285.7143,714285.7143,12785714.29,0,1214285.714,571428.5714,0,1500000,0,142857.1429,7714285.714,0,285714.2857,3000000,0,6071428.571,0,16142857.14,6642857.143,0,44357142.86,107785714.3,121785714.3,89571428.57,0,4559357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325311]],1928571.429,31285714.29,0,4523809.524,5642857.143,0,1880952.381,12261904.76,104238095.2,57238095.24,6476190.476,439714285.7,7976190.476,238095.2381,0,413761904.8,21428571.43,11000000,24666666.67,802000000,1680547619,167928571.4,8476190.476,4666666.667,8714285.714,3785714.286,0,595238.0952,0,43190476.19,0,4714285.714,12785714.29,571428.5714,2761904.762,31333333.33,0,5023809.524,116000000,336261904.8,0,0,142857.1429,0,47619.04762,120285714.3,190476.1905,20309523.81,3118547619,1261904.762,71428.57143,238095.2381,4261904.762,0,404761.9048,190476.1905,0,500000,0,47619.04762,2571428.571,0,95238.09524,1000000,0,2023809.524,0,5380952.381,2214285.714,0,14785714.29,35928571.43,40595238.1,29857142.86,0,1519785714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325312]],1928571.429,31285714.29,0,4523809.524,5642857.143,0,1880952.381,12261904.76,104238095.2,57238095.24,6476190.476,439714285.7,7976190.476,238095.2381,0,413761904.8,21428571.43,11000000,24666666.67,802000000,1680547619,167928571.4,8476190.476,4666666.667,8714285.714,3785714.286,0,595238.0952,0,43190476.19,0,4714285.714,12785714.29,571428.5714,2761904.762,31333333.33,0,5023809.524,116000000,336261904.8,0,0,142857.1429,0,47619.04762,120285714.3,190476.1905,20309523.81,3118547619,1261904.762,71428.57143,238095.2381,4261904.762,0,404761.9048,190476.1905,0,500000,0,47619.04762,2571428.571,0,95238.09524,1000000,0,2023809.524,0,5380952.381,2214285.714,0,14785714.29,35928571.43,40595238.1,29857142.86,0,1519785714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325314]],1928571.429,31285714.29,0,4523809.524,5642857.143,0,1880952.381,12261904.76,104238095.2,57238095.24,6476190.476,439714285.7,7976190.476,238095.2381,0,413761904.8,21428571.43,11000000,24666666.67,802000000,1680547619,167928571.4,8476190.476,4666666.667,8714285.714,3785714.286,0,595238.0952,0,43190476.19,0,4714285.714,12785714.29,571428.5714,2761904.762,31333333.33,0,5023809.524,116000000,336261904.8,0,0,142857.1429,0,47619.04762,120285714.3,190476.1905,20309523.81,3118547619,1261904.762,71428.57143,238095.2381,4261904.762,0,404761.9048,190476.1905,0,500000,0,47619.04762,2571428.571,0,95238.09524,1000000,0,2023809.524,0,5380952.381,2214285.714,0,14785714.29,35928571.43,40595238.1,29857142.86,0,1519785714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[32532]],5785714.286,93857142.86,0,13571428.57,16928571.43,0,5642857.143,36785714.29,312714285.7,171714285.7,19428571.43,1319142857,23928571.43,714285.7143,0,1241285714,64285714.29,33000000,74000000,2406000000,5041642857,503785714.3,25428571.43,14000000,26142857.14,11357142.86,0,1785714.286,0,129571428.6,0,14142857.14,38357142.86,1714285.714,8285714.286,94000000,0,15071428.57,348000000,1008785714,0,0,428571.4286,0,142857.1429,360857142.9,571428.5714,60928571.43,9355642857,3785714.286,214285.7143,714285.7143,12785714.29,0,1214285.714,571428.5714,0,1500000,0,142857.1429,7714285.714,0,285714.2857,3000000,0,6071428.571,0,16142857.14,6642857.143,0,44357142.86,107785714.3,121785714.3,89571428.57,0,4559357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325320]],5785714.286,93857142.86,0,13571428.57,16928571.43,0,5642857.143,36785714.29,312714285.7,171714285.7,19428571.43,1319142857,23928571.43,714285.7143,0,1241285714,64285714.29,33000000,74000000,2406000000,5041642857,503785714.3,25428571.43,14000000,26142857.14,11357142.86,0,1785714.286,0,129571428.6,0,14142857.14,38357142.86,1714285.714,8285714.286,94000000,0,15071428.57,348000000,1008785714,0,0,428571.4286,0,142857.1429,360857142.9,571428.5714,60928571.43,9355642857,3785714.286,214285.7143,714285.7143,12785714.29,0,1214285.714,571428.5714,0,1500000,0,142857.1429,7714285.714,0,285714.2857,3000000,0,6071428.571,0,16142857.14,6642857.143,0,44357142.86,107785714.3,121785714.3,89571428.57,0,4559357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[3254]],11571428.57,187714285.7,0,27142857.14,33857142.86,0,11285714.29,73571428.57,625428571.4,343428571.4,38857142.86,2638285714,47857142.86,1428571.429,0,2482571429,128571428.6,66000000,148000000,4812000000,10083285714,1007571429,50857142.86,28000000,52285714.29,22714285.71,0,3571428.571,0,259142857.1,0,28285714.29,76714285.71,3428571.429,16571428.57,188000000,0,30142857.14,696000000,2017571429,0,0,857142.8571,0,285714.2857,721714285.7,1142857.143,121857142.9,18711285714,7571428.571,428571.4286,1428571.429,25571428.57,0,2428571.429,1142857.143,0,3000000,0,285714.2857,15428571.43,0,571428.5714,6000000,0,12142857.14,0,32285714.29,13285714.29,0,88714285.71,215571428.6,243571428.6,179142857.1,0,9118714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[32541]],11571428.57,187714285.7,0,27142857.14,33857142.86,0,11285714.29,73571428.57,625428571.4,343428571.4,38857142.86,2638285714,47857142.86,1428571.429,0,2482571429,128571428.6,66000000,148000000,4812000000,10083285714,1007571429,50857142.86,28000000,52285714.29,22714285.71,0,3571428.571,0,259142857.1,0,28285714.29,76714285.71,3428571.429,16571428.57,188000000,0,30142857.14,696000000,2017571429,0,0,857142.8571,0,285714.2857,721714285.7,1142857.143,121857142.9,18711285714,7571428.571,428571.4286,1428571.429,25571428.57,0,2428571.429,1142857.143,0,3000000,0,285714.2857,15428571.43,0,571428.5714,6000000,0,12142857.14,0,32285714.29,13285714.29,0,88714285.71,215571428.6,243571428.6,179142857.1,0,9118714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325411]],2892857.143,46928571.43,0,6785714.286,8464285.714,0,2821428.571,18392857.14,156357142.9,85857142.86,9714285.714,659571428.6,11964285.71,357142.8571,0,620642857.1,32142857.14,16500000,37000000,1203000000,2520821429,251892857.1,12714285.71,7000000,13071428.57,5678571.429,0,892857.1429,0,64785714.29,0,7071428.571,19178571.43,857142.8571,4142857.143,47000000,0,7535714.286,174000000,504392857.1,0,0,214285.7143,0,71428.57143,180428571.4,285714.2857,30464285.71,4677821429,1892857.143,107142.8571,357142.8571,6392857.143,0,607142.8571,285714.2857,0,750000,0,71428.57143,3857142.857,0,142857.1429,1500000,0,3035714.286,0,8071428.571,3321428.571,0,22178571.43,53892857.14,60892857.14,44785714.29,0,2279678571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325412]],2892857.143,46928571.43,0,6785714.286,8464285.714,0,2821428.571,18392857.14,156357142.9,85857142.86,9714285.714,659571428.6,11964285.71,357142.8571,0,620642857.1,32142857.14,16500000,37000000,1203000000,2520821429,251892857.1,12714285.71,7000000,13071428.57,5678571.429,0,892857.1429,0,64785714.29,0,7071428.571,19178571.43,857142.8571,4142857.143,47000000,0,7535714.286,174000000,504392857.1,0,0,214285.7143,0,71428.57143,180428571.4,285714.2857,30464285.71,4677821429,1892857.143,107142.8571,357142.8571,6392857.143,0,607142.8571,285714.2857,0,750000,0,71428.57143,3857142.857,0,142857.1429,1500000,0,3035714.286,0,8071428.571,3321428.571,0,22178571.43,53892857.14,60892857.14,44785714.29,0,2279678571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325413]],2892857.143,46928571.43,0,6785714.286,8464285.714,0,2821428.571,18392857.14,156357142.9,85857142.86,9714285.714,659571428.6,11964285.71,357142.8571,0,620642857.1,32142857.14,16500000,37000000,1203000000,2520821429,251892857.1,12714285.71,7000000,13071428.57,5678571.429,0,892857.1429,0,64785714.29,0,7071428.571,19178571.43,857142.8571,4142857.143,47000000,0,7535714.286,174000000,504392857.1,0,0,214285.7143,0,71428.57143,180428571.4,285714.2857,30464285.71,4677821429,1892857.143,107142.8571,357142.8571,6392857.143,0,607142.8571,285714.2857,0,750000,0,71428.57143,3857142.857,0,142857.1429,1500000,0,3035714.286,0,8071428.571,3321428.571,0,22178571.43,53892857.14,60892857.14,44785714.29,0,2279678571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325414]],2892857.143,46928571.43,0,6785714.286,8464285.714,0,2821428.571,18392857.14,156357142.9,85857142.86,9714285.714,659571428.6,11964285.71,357142.8571,0,620642857.1,32142857.14,16500000,37000000,1203000000,2520821429,251892857.1,12714285.71,7000000,13071428.57,5678571.429,0,892857.1429,0,64785714.29,0,7071428.571,19178571.43,857142.8571,4142857.143,47000000,0,7535714.286,174000000,504392857.1,0,0,214285.7143,0,71428.57143,180428571.4,285714.2857,30464285.71,4677821429,1892857.143,107142.8571,357142.8571,6392857.143,0,607142.8571,285714.2857,0,750000,0,71428.57143,3857142.857,0,142857.1429,1500000,0,3035714.286,0,8071428.571,3321428.571,0,22178571.43,53892857.14,60892857.14,44785714.29,0,2279678571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[3255]],11571428.57,187714285.7,0,27142857.14,33857142.86,0,11285714.29,73571428.57,625428571.4,343428571.4,38857142.86,2638285714,47857142.86,1428571.429,0,2482571429,128571428.6,66000000,148000000,4812000000,10083285714,1007571429,50857142.86,28000000,52285714.29,22714285.71,0,3571428.571,0,259142857.1,0,28285714.29,76714285.71,3428571.429,16571428.57,188000000,0,30142857.14,696000000,2017571429,0,0,857142.8571,0,285714.2857,721714285.7,1142857.143,121857142.9,18711285714,7571428.571,428571.4286,1428571.429,25571428.57,0,2428571.429,1142857.143,0,3000000,0,285714.2857,15428571.43,0,571428.5714,6000000,0,12142857.14,0,32285714.29,13285714.29,0,88714285.71,215571428.6,243571428.6,179142857.1,0,9118714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[32551]],5785714.286,93857142.86,0,13571428.57,16928571.43,0,5642857.143,36785714.29,312714285.7,171714285.7,19428571.43,1319142857,23928571.43,714285.7143,0,1241285714,64285714.29,33000000,74000000,2406000000,5041642857,503785714.3,25428571.43,14000000,26142857.14,11357142.86,0,1785714.286,0,129571428.6,0,14142857.14,38357142.86,1714285.714,8285714.286,94000000,0,15071428.57,348000000,1008785714,0,0,428571.4286,0,142857.1429,360857142.9,571428.5714,60928571.43,9355642857,3785714.286,214285.7143,714285.7143,12785714.29,0,1214285.714,571428.5714,0,1500000,0,142857.1429,7714285.714,0,285714.2857,3000000,0,6071428.571,0,16142857.14,6642857.143,0,44357142.86,107785714.3,121785714.3,89571428.57,0,4559357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325510]],5785714.286,93857142.86,0,13571428.57,16928571.43,0,5642857.143,36785714.29,312714285.7,171714285.7,19428571.43,1319142857,23928571.43,714285.7143,0,1241285714,64285714.29,33000000,74000000,2406000000,5041642857,503785714.3,25428571.43,14000000,26142857.14,11357142.86,0,1785714.286,0,129571428.6,0,14142857.14,38357142.86,1714285.714,8285714.286,94000000,0,15071428.57,348000000,1008785714,0,0,428571.4286,0,142857.1429,360857142.9,571428.5714,60928571.43,9355642857,3785714.286,214285.7143,714285.7143,12785714.29,0,1214285.714,571428.5714,0,1500000,0,142857.1429,7714285.714,0,285714.2857,3000000,0,6071428.571,0,16142857.14,6642857.143,0,44357142.86,107785714.3,121785714.3,89571428.57,0,4559357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[32552]],5785714.286,93857142.86,0,13571428.57,16928571.43,0,5642857.143,36785714.29,312714285.7,171714285.7,19428571.43,1319142857,23928571.43,714285.7143,0,1241285714,64285714.29,33000000,74000000,2406000000,5041642857,503785714.3,25428571.43,14000000,26142857.14,11357142.86,0,1785714.286,0,129571428.6,0,14142857.14,38357142.86,1714285.714,8285714.286,94000000,0,15071428.57,348000000,1008785714,0,0,428571.4286,0,142857.1429,360857142.9,571428.5714,60928571.43,9355642857,3785714.286,214285.7143,714285.7143,12785714.29,0,1214285.714,571428.5714,0,1500000,0,142857.1429,7714285.714,0,285714.2857,3000000,0,6071428.571,0,16142857.14,6642857.143,0,44357142.86,107785714.3,121785714.3,89571428.57,0,4559357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325520]],5785714.286,93857142.86,0,13571428.57,16928571.43,0,5642857.143,36785714.29,312714285.7,171714285.7,19428571.43,1319142857,23928571.43,714285.7143,0,1241285714,64285714.29,33000000,74000000,2406000000,5041642857,503785714.3,25428571.43,14000000,26142857.14,11357142.86,0,1785714.286,0,129571428.6,0,14142857.14,38357142.86,1714285.714,8285714.286,94000000,0,15071428.57,348000000,1008785714,0,0,428571.4286,0,142857.1429,360857142.9,571428.5714,60928571.43,9355642857,3785714.286,214285.7143,714285.7143,12785714.29,0,1214285.714,571428.5714,0,1500000,0,142857.1429,7714285.714,0,285714.2857,3000000,0,6071428.571,0,16142857.14,6642857.143,0,44357142.86,107785714.3,121785714.3,89571428.57,0,4559357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[3256]],11571428.57,187714285.7,0,27142857.14,33857142.86,0,11285714.29,73571428.57,625428571.4,343428571.4,38857142.86,2638285714,47857142.86,1428571.429,0,2482571429,128571428.6,66000000,148000000,4812000000,10083285714,1007571429,50857142.86,28000000,52285714.29,22714285.71,0,3571428.571,0,259142857.1,0,28285714.29,76714285.71,3428571.429,16571428.57,188000000,0,30142857.14,696000000,2017571429,0,0,857142.8571,0,285714.2857,721714285.7,1142857.143,121857142.9,18711285714,7571428.571,428571.4286,1428571.429,25571428.57,0,2428571.429,1142857.143,0,3000000,0,285714.2857,15428571.43,0,571428.5714,6000000,0,12142857.14,0,32285714.29,13285714.29,0,88714285.71,215571428.6,243571428.6,179142857.1,0,9118714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[32561]],5785714.286,93857142.86,0,13571428.57,16928571.43,0,5642857.143,36785714.29,312714285.7,171714285.7,19428571.43,1319142857,23928571.43,714285.7143,0,1241285714,64285714.29,33000000,74000000,2406000000,5041642857,503785714.3,25428571.43,14000000,26142857.14,11357142.86,0,1785714.286,0,129571428.6,0,14142857.14,38357142.86,1714285.714,8285714.286,94000000,0,15071428.57,348000000,1008785714,0,0,428571.4286,0,142857.1429,360857142.9,571428.5714,60928571.43,9355642857,3785714.286,214285.7143,714285.7143,12785714.29,0,1214285.714,571428.5714,0,1500000,0,142857.1429,7714285.714,0,285714.2857,3000000,0,6071428.571,0,16142857.14,6642857.143,0,44357142.86,107785714.3,121785714.3,89571428.57,0,4559357143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325611]],1928571.429,31285714.29,0,4523809.524,5642857.143,0,1880952.381,12261904.76,104238095.2,57238095.24,6476190.476,439714285.7,7976190.476,238095.2381,0,413761904.8,21428571.43,11000000,24666666.67,802000000,1680547619,167928571.4,8476190.476,4666666.667,8714285.714,3785714.286,0,595238.0952,0,43190476.19,0,4714285.714,12785714.29,571428.5714,2761904.762,31333333.33,0,5023809.524,116000000,336261904.8,0,0,142857.1429,0,47619.04762,120285714.3,190476.1905,20309523.81,3118547619,1261904.762,71428.57143,238095.2381,4261904.762,0,404761.9048,190476.1905,0,500000,0,47619.04762,2571428.571,0,95238.09524,1000000,0,2023809.524,0,5380952.381,2214285.714,0,14785714.29,35928571.43,40595238.1,29857142.86,0,1519785714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
[[325612]],1928571.429,31285714.29,0,4523809.524,5642857.143,0,1880952.381,12261904.76,104238095.2,57238095.24,6476190.476,439714285.7,7976190.476,238095.2381,0,413761904.8,21428571.43,11000000,24666666.67,802000000,1680547619,167928571.4,8476190.476,4666666.667,8714285.714,3785714.286,0,595238.0952,0,43190476.19,0,4714285.714,12785714.29,571428.5714,2761904.762,31333333.33,0,5023809.524,116000000,336261904.8,0,0,142857.1429,0,47619.04762,120285714.3,190476.1905,20309523.81,3118547619,1261904.762,71428.57143,238095.2381,4261904.762,0,404761.9048,190476.1905,0,500000,0,47619.04762,2571428.571,0,95238.09524,1000000,0,2023809.524,0,5380952.381,2214285.714,0,14785714.29,35928571.43,40595238.1,29857142.86,0,1519785714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
