NAICS,Mainframes,PCs,DASDs,Printers,Terminals,Tape drives,Storage devices,System integrators,Communications,Nonelectro medical instruments,Electro medical instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Nuclear fuel,Other fabricated metals,Steam engines,Internal combustion engines,Metalworking machinery,Special industrial machinery,General industrial equipment,Electric transmission and distribution,Light trucks (including utility vehicles),"Other trucks, buses and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Household furniture,Other furniture,Other agricultural machinery,Farm tractors,Other construction machinery,Construction tractors,Mining and oilfield machinery,Service industry machinery,Household appliances,Other electrical,Other,Office,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Mobile structures,Other commercial,Manufacturing,Electric,Wind and solar,Gas,Petroleum pipelines,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Lodging,Amusement and recreation,Air transportation,Other transportation,Other railroad,Track replacement,Local transit structures,Other land transportation,Farm,Water supply,Sewage and waste disposal,Public safety,Highway and conservation and development,Prepackaged software,Custom software,Own account software,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, ex. pharma and med",Semiconductor and other component manufacturing,Computers and peripheral equipment manufacturing,Communications equipment manufacturing,Navigational and other instruments manufacturing,"Other computer and electronic manufacturing, n.e.c.",Motor vehicles and parts manufacturing,Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Software publishers,Financial and real estate services,Computer systems design and related services,"All other nonmanufacturing, n.e.c.",Private universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other entertainment originals
[[32312]],8313667.639,136519173.9,0,25378564.37,32379547.65,0,14001966.55,75698131.66,232782693.9,6125860.365,17064896.73,116828908.4,178087512,42881022.56,0,115516224,-6.48E-08,2187807.273,23190757.1,6630806284,2260880036,269975417.5,54257620.38,26253687.28,45068829.83,7000983.275,-4.44E-08,2.98E-08,0,360550638.6,0,1.80E-08,31066863.28,875122.9093,2625368.728,19252704.01,0,11814159.28,271288101.9,408244837.2,0,0,-2.96E-08,-1.18E-07,2.97E-08,250285152.1,2187807.273,23190757.1,7453421819,437561.4547,-2.97E-08,1.19E-07,-8.64E-08,875122.9093,0,0,0,-5.91E-08,-5.91E-08,0,7.20E-09,0,0,0,0,-2.25E-10,0,1312684.364,437561.4547,0,5250737.456,155771877.9,183338249.5,182025565.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[323120]],8313667.639,136519173.9,0,25378564.37,32379547.65,0,14001966.55,75698131.66,232782693.9,6125860.365,17064896.73,116828908.4,178087512,42881022.56,0,115516224,-6.48E-08,2187807.273,23190757.1,6630806284,2260880036,269975417.5,54257620.38,26253687.28,45068829.83,7000983.275,-4.44E-08,2.98E-08,0,360550638.6,0,1.80E-08,31066863.28,875122.9093,2625368.728,19252704.01,0,11814159.28,271288101.9,408244837.2,0,0,-2.96E-08,-1.18E-07,2.97E-08,250285152.1,2187807.273,23190757.1,7453421819,437561.4547,-2.97E-08,1.19E-07,-8.64E-08,875122.9093,0,0,0,-5.91E-08,-5.91E-08,0,7.20E-09,0,0,0,0,-2.25E-10,0,1312684.364,437561.4547,0,5250737.456,155771877.9,183338249.5,182025565.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[324]],12577601.36,220527277.2,0,29347736.51,47794885.17,0,7546560.816,84689182.49,588631743.6,-1.57E-06,16770135.15,574377128.8,42763844.62,2515520.272,0,1782665366,1662758900,51987418.95,214657729.9,27378084134,44871012105,1989776535,983568426.4,344626277.3,558445500.4,155123750.1,-9.68E-07,10900587.85,0,247359493.4,0,3.92E-07,388228628.6,10900587.85,2559122623,392421162.4,0,12577601.36,790711872.2,4946351362,0,0,-6.44E-07,-2.58E-06,6.47E-07,638103642.3,4192533.787,156800763.6,45341414396,5.15E-06,-6.47E-07,2041763954,1300523981,-2.58E-06,68757554.1,1677013.515,0,-1.29E-06,-1.29E-06,0,17608641.9,0,0,0,0,3354027.029,0,142546148.7,43602351.38,0,264129628.6,253229040.7,192018047.4,88043209.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[3241]],12577601.36,220527277.2,0,29347736.51,47794885.17,0,7546560.816,84689182.49,588631743.6,-1.57E-06,16770135.15,574377128.8,42763844.62,2515520.272,0,1782665366,1662758900,51987418.95,214657729.9,27378084134,44871012105,1989776535,983568426.4,344626277.3,558445500.4,155123750.1,-9.68E-07,10900587.85,0,247359493.4,0,3.92E-07,388228628.6,10900587.85,2559122623,392421162.4,0,12577601.36,790711872.2,4946351362,0,0,-6.44E-07,-2.58E-06,6.47E-07,638103642.3,4192533.787,156800763.6,45341414396,5.15E-06,-6.47E-07,2041763954,1300523981,-2.58E-06,68757554.1,1677013.515,0,-1.29E-06,-1.29E-06,0,17608641.9,0,0,0,0,3354027.029,0,142546148.7,43602351.38,0,264129628.6,253229040.7,192018047.4,88043209.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[32411]],12577601.36,220527277.2,0,29347736.51,47794885.17,0,7546560.816,84689182.49,588631743.6,-1.57E-06,16770135.15,574377128.8,42763844.62,2515520.272,0,1782665366,1662758900,51987418.95,214657729.9,27378084134,44871012105,1989776535,983568426.4,344626277.3,558445500.4,155123750.1,-9.68E-07,10900587.85,0,247359493.4,0,3.92E-07,388228628.6,10900587.85,2559122623,392421162.4,0,12577601.36,790711872.2,4946351362,0,0,-6.44E-07,-2.58E-06,6.47E-07,638103642.3,4192533.787,156800763.6,45341414396,5.15E-06,-6.47E-07,2041763954,1300523981,-2.58E-06,68757554.1,1677013.515,0,-1.29E-06,-1.29E-06,0,17608641.9,0,0,0,0,3354027.029,0,142546148.7,43602351.38,0,264129628.6,253229040.7,192018047.4,88043209.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[324110]],12577601.36,220527277.2,0,29347736.51,47794885.17,0,7546560.816,84689182.49,588631743.6,-1.57E-06,16770135.15,574377128.8,42763844.62,2515520.272,0,1782665366,1662758900,51987418.95,214657729.9,27378084134,44871012105,1989776535,983568426.4,344626277.3,558445500.4,155123750.1,-9.68E-07,10900587.85,0,247359493.4,0,3.92E-07,388228628.6,10900587.85,2559122623,392421162.4,0,12577601.36,790711872.2,4946351362,0,0,-6.44E-07,-2.58E-06,6.47E-07,638103642.3,4192533.787,156800763.6,45341414396,5.15E-06,-6.47E-07,2041763954,1300523981,-2.58E-06,68757554.1,1677013.515,0,-1.29E-06,-1.29E-06,0,17608641.9,0,0,0,0,3354027.029,0,142546148.7,43602351.38,0,264129628.6,253229040.7,192018047.4,88043209.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[32412]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[324121]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[324122]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[32419]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[324191]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[324199]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[325]],69701135.92,1130707316,0,163496491.7,203940360.7,0,67980120.22,443161543.2,3767303371,2068660873,234058135.4,15891858990,288270130,8605078.509,0,14953905432,774457065.8,397554627.1,891486133.5,28985346449,60737225638,6069161872,306340794.9,168659538.8,314945873.4,136820748.3,-9.02E-07,21512696.27,0,1560961241,0,170380554.5,462092715.9,20652188.42,99818910.7,1132428332,0,181567156.5,4192394249,12152952378,0,0,5163047.105,-2.40E-06,1721015.702,4347285663,6884062.807,734013196.8,1.12708E+11,45606916.1,2581523.553,8605078.509,154030905.3,-2.40E-06,14628633.46,6884062.807,0,18070664.87,-1.20E-06,1721015.702,92934847.89,0,3442031.403,36141329.74,0,73143167.32,0,194474774.3,80027230.13,0,534375375.4,1298506347,1467165886,1079076845,0,54927076629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[3251]],9957305.132,161529616.6,0,23356641.67,29134337.24,0,9711445.746,63308791.89,538186195.9,295522981.9,33436876.49,2270265570,41181447.15,1229296.93,0,2136272205,110636723.7,56793518.16,127355161.9,4140763778,8676746520,867023124.6,43762970.7,24094219.82,44992267.63,19545821.18,-1.29E-07,3073242.325,0,222994463.1,0,24340079.21,66013245.13,2950312.632,14259844.39,161775476,0,25938165.22,598913464.2,1736136054,0,0,737578.1579,-3.43E-07,245859.386,621040808.9,983437.5439,104859028.1,16101208257,6515273.728,368789.0789,1229296.93,22004415.04,-3.43E-07,2089804.781,983437.5439,0,2581523.553,-1.72E-07,245859.386,13276406.84,0,491718.7719,5163047.105,0,10449023.9,0,27782110.61,11432461.45,0,76339339.34,185500906.7,209595126.5,154153835,0,7846725233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[32511]],1991461.026,32305923.32,0,4671328.333,5826867.447,0,1942289.149,12661758.38,107637239.2,59104596.39,6687375.298,454053114,8236289.43,245859.386,0,427254440.9,22127344.74,11358703.63,25471032.39,828152755.7,1735349304,173404624.9,8752594.14,4818843.965,8998453.526,3909164.237,-2.58E-08,614648.4649,0,44598892.61,0,4868015.842,13202649.03,590062.5263,2851968.877,32355095.19,0,5187633.044,119782692.8,347227210.8,0,0,147515.6316,-6.87E-08,49171.87719,124208161.8,196687.5088,20971805.62,3220241651,1303054.746,73757.81579,245859.386,4400883.009,-6.87E-08,417960.9561,196687.5088,0,516304.7105,-3.43E-08,49171.87719,2655281.368,0,98343.75439,1032609.421,0,2089804.781,0,5556422.123,2286492.289,0,15267867.87,37100181.34,41919025.31,30830767,0,1569345047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[325110]],1991461.026,32305923.32,0,4671328.333,5826867.447,0,1942289.149,12661758.38,107637239.2,59104596.39,6687375.298,454053114,8236289.43,245859.386,0,427254440.9,22127344.74,11358703.63,25471032.39,828152755.7,1735349304,173404624.9,8752594.14,4818843.965,8998453.526,3909164.237,-2.58E-08,614648.4649,0,44598892.61,0,4868015.842,13202649.03,590062.5263,2851968.877,32355095.19,0,5187633.044,119782692.8,347227210.8,0,0,147515.6316,-6.87E-08,49171.87719,124208161.8,196687.5088,20971805.62,3220241651,1303054.746,73757.81579,245859.386,4400883.009,-6.87E-08,417960.9561,196687.5088,0,516304.7105,-3.43E-08,49171.87719,2655281.368,0,98343.75439,1032609.421,0,2089804.781,0,5556422.123,2286492.289,0,15267867.87,37100181.34,41919025.31,30830767,0,1569345047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[32512]],1991461.026,32305923.32,0,4671328.333,5826867.447,0,1942289.149,12661758.38,107637239.2,59104596.39,6687375.298,454053114,8236289.43,245859.386,0,427254440.9,22127344.74,11358703.63,25471032.39,828152755.7,1735349304,173404624.9,8752594.14,4818843.965,8998453.526,3909164.237,-2.58E-08,614648.4649,0,44598892.61,0,4868015.842,13202649.03,590062.5263,2851968.877,32355095.19,0,5187633.044,119782692.8,347227210.8,0,0,147515.6316,-6.87E-08,49171.87719,124208161.8,196687.5088,20971805.62,3220241651,1303054.746,73757.81579,245859.386,4400883.009,-6.87E-08,417960.9561,196687.5088,0,516304.7105,-3.43E-08,49171.87719,2655281.368,0,98343.75439,1032609.421,0,2089804.781,0,5556422.123,2286492.289,0,15267867.87,37100181.34,41919025.31,30830767,0,1569345047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[325120]],1991461.026,32305923.32,0,4671328.333,5826867.447,0,1942289.149,12661758.38,107637239.2,59104596.39,6687375.298,454053114,8236289.43,245859.386,0,427254440.9,22127344.74,11358703.63,25471032.39,828152755.7,1735349304,173404624.9,8752594.14,4818843.965,8998453.526,3909164.237,-2.58E-08,614648.4649,0,44598892.61,0,4868015.842,13202649.03,590062.5263,2851968.877,32355095.19,0,5187633.044,119782692.8,347227210.8,0,0,147515.6316,-6.87E-08,49171.87719,124208161.8,196687.5088,20971805.62,3220241651,1303054.746,73757.81579,245859.386,4400883.009,-6.87E-08,417960.9561,196687.5088,0,516304.7105,-3.43E-08,49171.87719,2655281.368,0,98343.75439,1032609.421,0,2089804.781,0,5556422.123,2286492.289,0,15267867.87,37100181.34,41919025.31,30830767,0,1569345047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[32513]],1991461.026,32305923.32,0,4671328.333,5826867.447,0,1942289.149,12661758.38,107637239.2,59104596.39,6687375.298,454053114,8236289.43,245859.386,0,427254440.9,22127344.74,11358703.63,25471032.39,828152755.7,1735349304,173404624.9,8752594.14,4818843.965,8998453.526,3909164.237,-2.58E-08,614648.4649,0,44598892.61,0,4868015.842,13202649.03,590062.5263,2851968.877,32355095.19,0,5187633.044,119782692.8,347227210.8,0,0,147515.6316,-6.87E-08,49171.87719,124208161.8,196687.5088,20971805.62,3220241651,1303054.746,73757.81579,245859.386,4400883.009,-6.87E-08,417960.9561,196687.5088,0,516304.7105,-3.43E-08,49171.87719,2655281.368,0,98343.75439,1032609.421,0,2089804.781,0,5556422.123,2286492.289,0,15267867.87,37100181.34,41919025.31,30830767,0,1569345047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[325130]],1991461.026,32305923.32,0,4671328.333,5826867.447,0,1942289.149,12661758.38,107637239.2,59104596.39,6687375.298,454053114,8236289.43,245859.386,0,427254440.9,22127344.74,11358703.63,25471032.39,828152755.7,1735349304,173404624.9,8752594.14,4818843.965,8998453.526,3909164.237,-2.58E-08,614648.4649,0,44598892.61,0,4868015.842,13202649.03,590062.5263,2851968.877,32355095.19,0,5187633.044,119782692.8,347227210.8,0,0,147515.6316,-6.87E-08,49171.87719,124208161.8,196687.5088,20971805.62,3220241651,1303054.746,73757.81579,245859.386,4400883.009,-6.87E-08,417960.9561,196687.5088,0,516304.7105,-3.43E-08,49171.87719,2655281.368,0,98343.75439,1032609.421,0,2089804.781,0,5556422.123,2286492.289,0,15267867.87,37100181.34,41919025.31,30830767,0,1569345047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[32518]],1991461.026,32305923.32,0,4671328.333,5826867.447,0,1942289.149,12661758.38,107637239.2,59104596.39,6687375.298,454053114,8236289.43,245859.386,0,427254440.9,22127344.74,11358703.63,25471032.39,828152755.7,1735349304,173404624.9,8752594.14,4818843.965,8998453.526,3909164.237,-2.58E-08,614648.4649,0,44598892.61,0,4868015.842,13202649.03,590062.5263,2851968.877,32355095.19,0,5187633.044,119782692.8,347227210.8,0,0,147515.6316,-6.87E-08,49171.87719,124208161.8,196687.5088,20971805.62,3220241651,1303054.746,73757.81579,245859.386,4400883.009,-6.87E-08,417960.9561,196687.5088,0,516304.7105,-3.43E-08,49171.87719,2655281.368,0,98343.75439,1032609.421,0,2089804.781,0,5556422.123,2286492.289,0,15267867.87,37100181.34,41919025.31,30830767,0,1569345047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[325180]],1991461.026,32305923.32,0,4671328.333,5826867.447,0,1942289.149,12661758.38,107637239.2,59104596.39,6687375.298,454053114,8236289.43,245859.386,0,427254440.9,22127344.74,11358703.63,25471032.39,828152755.7,1735349304,173404624.9,8752594.14,4818843.965,8998453.526,3909164.237,-2.58E-08,614648.4649,0,44598892.61,0,4868015.842,13202649.03,590062.5263,2851968.877,32355095.19,0,5187633.044,119782692.8,347227210.8,0,0,147515.6316,-6.87E-08,49171.87719,124208161.8,196687.5088,20971805.62,3220241651,1303054.746,73757.81579,245859.386,4400883.009,-6.87E-08,417960.9561,196687.5088,0,516304.7105,-3.43E-08,49171.87719,2655281.368,0,98343.75439,1032609.421,0,2089804.781,0,5556422.123,2286492.289,0,15267867.87,37100181.34,41919025.31,30830767,0,1569345047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[32519]],1991461.026,32305923.32,0,4671328.333,5826867.447,0,1942289.149,12661758.38,107637239.2,59104596.39,6687375.298,454053114,8236289.43,245859.386,0,427254440.9,22127344.74,11358703.63,25471032.39,828152755.7,1735349304,173404624.9,8752594.14,4818843.965,8998453.526,3909164.237,-2.58E-08,614648.4649,0,44598892.61,0,4868015.842,13202649.03,590062.5263,2851968.877,32355095.19,0,5187633.044,119782692.8,347227210.8,0,0,147515.6316,-6.87E-08,49171.87719,124208161.8,196687.5088,20971805.62,3220241651,1303054.746,73757.81579,245859.386,4400883.009,-6.87E-08,417960.9561,196687.5088,0,516304.7105,-3.43E-08,49171.87719,2655281.368,0,98343.75439,1032609.421,0,2089804.781,0,5556422.123,2286492.289,0,15267867.87,37100181.34,41919025.31,30830767,0,1569345047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[325193]],663820.3421,10768641.11,0,1557109.444,1942289.149,0,647429.7164,4220586.126,35879079.72,19701532.13,2229125.099,151351038,2745429.81,81953.12865,0,142418147,7375781.579,3786234.544,8490344.129,276050918.6,578449768,57801541.64,2917531.38,1606281.322,2999484.509,1303054.746,-8.59E-09,204882.8216,0,14866297.54,0,1622671.947,4400883.009,196687.5088,950656.2924,10785031.73,0,1729211.015,39927564.28,115742403.6,0,0,49171.87719,-2.29E-08,16390.62573,41402720.6,65562.50292,6990601.874,1073413884,434351.5819,24585.9386,81953.12865,1466961.003,-2.29E-08,139320.3187,65562.50292,0,172101.5702,-1.14E-08,16390.62573,885093.7895,0,32781.25146,344203.1403,0,696601.5936,0,1852140.708,762164.0965,0,5089289.289,12366727.11,13973008.44,10276922.33,0,523115015.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[325194]],663820.3421,10768641.11,0,1557109.444,1942289.149,0,647429.7164,4220586.126,35879079.72,19701532.13,2229125.099,151351038,2745429.81,81953.12865,0,142418147,7375781.579,3786234.544,8490344.129,276050918.6,578449768,57801541.64,2917531.38,1606281.322,2999484.509,1303054.746,-8.59E-09,204882.8216,0,14866297.54,0,1622671.947,4400883.009,196687.5088,950656.2924,10785031.73,0,1729211.015,39927564.28,115742403.6,0,0,49171.87719,-2.29E-08,16390.62573,41402720.6,65562.50292,6990601.874,1073413884,434351.5819,24585.9386,81953.12865,1466961.003,-2.29E-08,139320.3187,65562.50292,0,172101.5702,-1.14E-08,16390.62573,885093.7895,0,32781.25146,344203.1403,0,696601.5936,0,1852140.708,762164.0965,0,5089289.289,12366727.11,13973008.44,10276922.33,0,523115015.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[325199]],663820.3421,10768641.11,0,1557109.444,1942289.149,0,647429.7164,4220586.126,35879079.72,19701532.13,2229125.099,151351038,2745429.81,81953.12865,0,142418147,7375781.579,3786234.544,8490344.129,276050918.6,578449768,57801541.64,2917531.38,1606281.322,2999484.509,1303054.746,-8.59E-09,204882.8216,0,14866297.54,0,1622671.947,4400883.009,196687.5088,950656.2924,10785031.73,0,1729211.015,39927564.28,115742403.6,0,0,49171.87719,-2.29E-08,16390.62573,41402720.6,65562.50292,6990601.874,1073413884,434351.5819,24585.9386,81953.12865,1466961.003,-2.29E-08,139320.3187,65562.50292,0,172101.5702,-1.14E-08,16390.62573,885093.7895,0,32781.25146,344203.1403,0,696601.5936,0,1852140.708,762164.0965,0,5089289.289,12366727.11,13973008.44,10276922.33,0,523115015.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[3252]],9957305.132,161529616.6,0,23356641.67,29134337.24,0,9711445.746,63308791.89,538186195.9,295522981.9,33436876.49,2270265570,41181447.15,1229296.93,0,2136272205,110636723.7,56793518.16,127355161.9,4140763778,8676746520,867023124.6,43762970.7,24094219.82,44992267.63,19545821.18,-1.29E-07,3073242.325,0,222994463.1,0,24340079.21,66013245.13,2950312.632,14259844.39,161775476,0,25938165.22,598913464.2,1736136054,0,0,737578.1579,-3.43E-07,245859.386,621040808.9,983437.5439,104859028.1,16101208257,6515273.728,368789.0789,1229296.93,22004415.04,-3.43E-07,2089804.781,983437.5439,0,2581523.553,-1.72E-07,245859.386,13276406.84,0,491718.7719,5163047.105,0,10449023.9,0,27782110.61,11432461.45,0,76339339.34,185500906.7,209595126.5,154153835,0,7846725233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[32521]],4978652.566,80764808.29,0,11678320.83,14567168.62,0,4855722.873,31654395.94,269093097.9,147761491,16718438.25,1135132785,20590723.57,614648.4649,0,1068136102,55318361.84,28396759.08,63677580.96,2070381889,4338373260,433511562.3,21881485.35,12047109.91,22496133.82,9772910.592,-6.45E-08,1536621.162,0,111497231.5,0,12170039.61,33006622.57,1475156.316,7129922.193,80887737.98,0,12969082.61,299456732.1,868068027,0,0,368789.0789,-1.72E-07,122929.693,310520404.5,491718.7719,52429514.06,8050604129,3257636.864,184394.5395,614648.4649,11002207.52,-1.72E-07,1044902.39,491718.7719,0,1290761.776,-8.58E-08,122929.693,6638203.421,0,245859.386,2581523.553,0,5224511.952,0,13891055.31,5716230.724,0,38169669.67,92750453.35,104797563.3,77076917.5,0,3923362616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[325211]],2489326.283,40382404.14,0,5839160.417,7283584.309,0,2427861.436,15827197.97,134546549,73880745.48,8359219.123,567566392.5,10295361.79,307324.2325,0,534068051.2,27659180.92,14198379.54,31838790.48,1035190945,2169186630,216755781.2,10940742.68,6023554.956,11248066.91,4886455.296,-3.22E-08,768310.5811,0,55748615.77,0,6085019.803,16503311.28,737578.1579,3564961.096,40443868.99,0,6484541.305,149728366.1,434034013.5,0,0,184394.5395,-8.58E-08,61464.84649,155260202.2,245859.386,26214757.03,4025302064,1628818.432,92197.26974,307324.2325,5501103.761,-8.58E-08,522451.1952,245859.386,0,645380.8882,-4.29E-08,61464.84649,3319101.711,0,122929.693,1290761.776,0,2612255.976,0,6945527.653,2858115.362,0,19084834.84,46375226.68,52398781.63,38538458.75,0,1961681308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[325212]],2489326.283,40382404.14,0,5839160.417,7283584.309,0,2427861.436,15827197.97,134546549,73880745.48,8359219.123,567566392.5,10295361.79,307324.2325,0,534068051.2,27659180.92,14198379.54,31838790.48,1035190945,2169186630,216755781.2,10940742.68,6023554.956,11248066.91,4886455.296,-3.22E-08,768310.5811,0,55748615.77,0,6085019.803,16503311.28,737578.1579,3564961.096,40443868.99,0,6484541.305,149728366.1,434034013.5,0,0,184394.5395,-8.58E-08,61464.84649,155260202.2,245859.386,26214757.03,4025302064,1628818.432,92197.26974,307324.2325,5501103.761,-8.58E-08,522451.1952,245859.386,0,645380.8882,-4.29E-08,61464.84649,3319101.711,0,122929.693,1290761.776,0,2612255.976,0,6945527.653,2858115.362,0,19084834.84,46375226.68,52398781.63,38538458.75,0,1961681308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[32522]],4978652.566,80764808.29,0,11678320.83,14567168.62,0,4855722.873,31654395.94,269093097.9,147761491,16718438.25,1135132785,20590723.57,614648.4649,0,1068136102,55318361.84,28396759.08,63677580.96,2070381889,4338373260,433511562.3,21881485.35,12047109.91,22496133.82,9772910.592,-6.45E-08,1536621.162,0,111497231.5,0,12170039.61,33006622.57,1475156.316,7129922.193,80887737.98,0,12969082.61,299456732.1,868068027,0,0,368789.0789,-1.72E-07,122929.693,310520404.5,491718.7719,52429514.06,8050604129,3257636.864,184394.5395,614648.4649,11002207.52,-1.72E-07,1044902.39,491718.7719,0,1290761.776,-8.58E-08,122929.693,6638203.421,0,245859.386,2581523.553,0,5224511.952,0,13891055.31,5716230.724,0,38169669.67,92750453.35,104797563.3,77076917.5,0,3923362616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[325220]],4978652.566,80764808.29,0,11678320.83,14567168.62,0,4855722.873,31654395.94,269093097.9,147761491,16718438.25,1135132785,20590723.57,614648.4649,0,1068136102,55318361.84,28396759.08,63677580.96,2070381889,4338373260,433511562.3,21881485.35,12047109.91,22496133.82,9772910.592,-6.45E-08,1536621.162,0,111497231.5,0,12170039.61,33006622.57,1475156.316,7129922.193,80887737.98,0,12969082.61,299456732.1,868068027,0,0,368789.0789,-1.72E-07,122929.693,310520404.5,491718.7719,52429514.06,8050604129,3257636.864,184394.5395,614648.4649,11002207.52,-1.72E-07,1044902.39,491718.7719,0,1290761.776,-8.58E-08,122929.693,6638203.421,0,245859.386,2581523.553,0,5224511.952,0,13891055.31,5716230.724,0,38169669.67,92750453.35,104797563.3,77076917.5,0,3923362616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
[[3253]],9957305.132,161529616.6,0,23356641.67,29134337.24,0,9711445.746,63308791.89,538186195.9,295522981.9,33436876.49,2270265570,41181447.15,1229296.93,0,2136272205,110636723.7,56793518.16,127355161.9,4140763778,8676746520,867023124.6,43762970.7,24094219.82,44992267.63,19545821.18,-1.29E-07,3073242.325,0,222994463.1,0,24340079.21,66013245.13,2950312.632,14259844.39,161775476,0,25938165.22,598913464.2,1736136054,0,0,737578.1579,-3.43E-07,245859.386,621040808.9,983437.5439,104859028.1,16101208257,6515273.728,368789.0789,1229296.93,22004415.04,-3.43E-07,2089804.781,983437.5439,0,2581523.553,-1.72E-07,245859.386,13276406.84,0,491718.7719,5163047.105,0,10449023.9,0,27782110.61,11432461.45,0,76339339.34,185500906.7,209595126.5,154153835,0,7846725233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
