"Table 1.  Nonfarm Sole Proprietorships: Business Receipts, Selected Deductions, 
Payroll, and Net Income, by Industrial Sectors, Tax Year 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[All figures are estimates based on samples--money amounts are in thousands of dollars],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Industrial sector,Businesses with and without net income,,,,,,,,Businesses with net income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Motion picture and sound recording,"105,465","3,535,784","219,106","41,775","137,856","16,933","257,134","662,438","67,355","2,714,745","113,041","37,200","79,294","13,881","125,692","1,128,653",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Broadcasting (except internet) and telecommunications and internet service providers,"95,265","4,233,633","111,374","9,283","85,687","10,417","338,040","1,010,762","70,889","3,531,496","70,601","3,030","74,169","3,758","173,900","1,183,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"   Data processing, internet publishing and broadcasting, and web search portals","98,520","2,081,049","28,881","19,434","37,285","7,163","145,680","712,025","71,443","1,831,877","24,043","12,468","29,096","2,916","112,819","856,535",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance and insurance,"616,053","74,450,571","693,079","173,919","1,453,674","436,593","4,680,057","18,909,379","417,911","49,033,932","504,479","139,131","1,241,555","273,663","4,010,580","21,269,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Credit intermediation and related activities,"34,394","3,316,291","52,121","19,886","69,800","70,098","226,066","513,309","25,015","2,662,762","36,170","4,991","40,937","34,178","143,894","721,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"   Securities, commodity contracts, and other financial investments","163,884","42,799,507","232,491","78,276","478,251","168,849","1,805,575","7,439,632","100,293","20,710,454","139,837","68,083","378,926","73,620","1,389,941","8,730,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Investment bankers and securities dealers,"3,930","4,365,555","2,745","* 2,776","21,874","2,168","39,189","351,785","2,860","1,628,557","2,646","* 2,557","20,055","1,229","37,322","381,538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Securities brokers,"15,805","4,450,785","31,745","7,587","28,509","4,171","107,452","725,233","11,655","2,610,171","27,534","6,633","23,911","2,824","98,022","775,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Commodity contracts brokers and dealers,"5,135","947,699","5,560",* 333,"8,693","4,876","18,919","276,497","2,867","841,574","3,940",* 326,"6,400","2,383","5,407","336,145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Securities and commodity exchanges,"1,925","931,340","11,910",* 252,"* 17,048","1,169","* 51,219","-82,264",482,"400,740","* 8,952",* 248,"* 15,144",* 985,"* 5,703","31,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Other financial investment activities (investment advice),"137,089","32,104,128","180,531","67,329","402,127","156,466","1,588,795","6,168,383","82,429","15,229,412","96,764","58,321","313,416","66,198","1,243,488","7,205,722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"   Insurance agents, brokers, and related activities","417,775","28,334,773","408,468","75,757","905,623","197,646","2,648,416","10,956,438","292,603","25,660,716","328,472","66,057","821,692","165,865","2,476,745","11,817,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Insurance agencies and brokerages,"327,339","24,125,046","336,603","62,059","804,481","180,521","2,484,027","9,162,216","233,681","21,813,386","280,597","56,549","734,931","154,828","2,349,588","9,821,741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Other insurance related activities and other financial vehicles,"90,435","4,209,726","71,864","13,699","101,141","17,125","164,389","1,794,222","58,922","3,847,330","47,875","9,508","86,761","11,038","127,157","1,995,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real estate and rental and leasing,"1,189,781","61,771,880","2,801,192","292,088","969,101","1,087,984","2,382,781","21,291,849","787,463","53,973,147","1,518,788","195,748","711,933","579,230","1,612,034","25,503,525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Real estate,"1,132,188","57,022,372","1,607,520","249,028","829,230","920,354","1,909,359","21,012,128","756,350","50,881,315","1,025,188","172,627","640,549","499,251","1,349,461","24,711,481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Lessors of real estate (including miniwarehouses and self storage),"37,887","2,592,615","303,032","5,791","60,939","244,727","130,001","500,266","17,984","1,947,818","148,661","1,640","50,225","126,840","67,916","766,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"     Offices of real estate agents, brokers, property managers, and appraisers","826,696","39,489,732","955,239","180,333","575,440","315,705","1,112,422","17,048,560","556,861","36,172,508","685,351","131,680","450,848","201,783","781,009","19,013,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Other activities related to real estate,"267,605","14,940,025","349,249","62,904","192,851","359,922","666,936","3,463,302","181,504","12,760,989","191,177","39,308","139,477","170,628","500,535","4,931,933",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Rental and leasing services,"57,440","4,747,066","1,193,529","43,060","139,871","167,630","473,401","279,525","31,102","3,089,403","493,457","23,121","71,384","79,979","262,552","791,070",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Automotive equipment rental and leasing,"19,289","761,944","186,487","6,952","12,806","15,714","77,341","68,080","11,319","580,057","130,284","* 2,118","* 12,183","10,734","18,220","134,946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Consumer electronics and appliances rental,"* 1,363","* 132,099","* 3,327",* 1,* 130,"* 4,058","* 21,502","* -5,251",* 41,"* 19,451",0,0,* 102,0,"* 2,505","* 4,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Formal wear and costume rental,* 98,"* 46,998",* 850,0,"* 4,760",* 131,"* 8,694","* 6,072",* 98,"* 46,998",* 850,0,"* 4,760",* 131,"* 8,694","* 6,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Video tape and disc rental,"* 2,209","* 303,761","* 23,806",* 561,"* 35,178",* 945,"* 44,351","* -7,077",* 338,"* 118,943",* 351,* 325,"* 13,912",* 900,"* 10,146","* 13,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     General rental centers and other consumer goods rental,"15,971","1,137,359","158,779","13,438","45,803","30,090","130,083","50,542","8,527","712,995","40,433","* 8,166","19,443","14,738","86,577","146,105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Commercial and industrial machinery and equipment rental and leasing,"18,509","2,364,904","820,280","22,108","41,194","116,691","191,430","167,158","10,780","1,610,959","321,539","12,511","20,984","53,476","136,410","486,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Lessors of nonfinancial intangible assets (except copyrighted works),* 153,"* 2,442",* 143,0,0,0,* 21,* 197,* 11,"* 2,428",* 143,0,0,0,* 21,* 975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Professional, scientific, and technical services","3,227,617","173,610,221","3,941,949","817,608","4,261,278","909,657","15,075,585","76,494,495","2,394,759","160,567,012","2,667,717","635,088","3,552,848","615,175","12,779,526","82,623,253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Legal services,"354,415","40,067,658","487,910","188,954","1,785,435","271,183","4,817,436","17,412,308","290,049","38,026,763","411,436","167,247","1,599,903","194,084","4,343,363","18,024,182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Offices of certified public accountants,"43,829","4,459,072","58,020","29,756","181,710","27,210","678,670","2,084,260","38,662","4,351,363","55,779","29,631","179,723","24,734","666,956","2,100,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Other accounting services,"339,655","10,372,519","265,174","57,195","345,038","51,432","1,029,339","4,548,054","288,564","9,546,673","211,689","52,291","322,828","44,581","770,435","4,756,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"   Architectural, engineering, and related services","256,852","13,703,529","352,981","83,544","274,974","64,326","1,611,972","4,820,344","198,720","12,647,172","253,607","55,570","210,031","47,721","1,351,212","5,332,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Architectural services,"108,316","5,516,541","159,917","48,866","136,167","23,459","675,881","1,514,431","83,042","4,935,636","104,643","29,955","97,844","22,062","565,121","1,746,963",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Engineering services,"84,018","5,698,240","151,073","32,258","118,294","26,066","721,858","2,093,437","61,251","5,338,977","115,262","23,919","93,242","13,664","592,636","2,307,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"     Drafting, building inspections, and geophysical surveying","51,319","1,928,208","27,430","* 1,755","14,914","9,521","115,308","1,062,730","43,285","1,833,449","20,038","* 1,044","* 14,709","7,799","101,762","1,125,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Surveying and mapping (except geophysical) services,"10,156","291,877","* 8,898",* 661,"* 3,370","* 4,285","* 65,203","113,880","8,128","287,886","* 8,890",* 649,"* 3,352","* 4,116","* 64,174","115,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Testing laboratories,"3,043","268,662","* 5,663",* 4,"* 2,229",* 996,"* 33,722","35,866","* 3,013","* 251,224","* 4,776",* 4,* 883,* 80,"* 27,518","* 37,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Specialized design services,"243,188","7,284,112","215,532","43,892","152,411","50,397","378,610","2,169,191","153,705","6,397,159","116,940","29,519","101,529","16,705","282,569","2,629,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Computer systems design services,"260,377","11,558,165","259,396","21,769","136,921","49,043","1,125,788","5,027,368","189,528","10,126,490","164,285","10,782","102,437","13,396","958,696","5,557,193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"   Other professional, scientific, and technical services","1,729,301","86,165,166","2,302,937","392,500","1,384,790","396,066","5,433,769","40,432,971","1,235,532","79,471,392","1,453,980","290,048","1,036,397","273,953","4,406,297","44,224,131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"     Management, scientific, and technical consulting services","871,559","46,809,003","1,060,912","162,284","589,989","215,546","2,283,191","26,047,774","618,869","43,823,835","658,258","105,752","458,003","140,422","1,814,055","28,029,190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Scientific research and development services,"42,495","1,203,718","50,579","5,351","15,715","6,624","133,288","511,747","29,018","1,007,368","19,198","* 4,282","10,283","1,487","76,692","639,538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Advertising and related services,"128,110","7,355,100","104,794","22,395","139,134","39,039","442,163","2,136,543","90,606","6,517,824","86,799","14,549","85,595","31,552","347,937","2,422,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Market research and public opinion polling,"30,621","806,289","11,400","20,473","7,287","4,985","78,444","278,257","20,592","731,714","8,319","* 10,661","4,945","* 4,982","71,421","345,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Other miscellaneous services,"656,516","29,991,055","1,075,252","181,996","632,664","129,871","2,496,683","11,458,650","476,446","27,390,651","681,405","154,804","477,571","95,511","2,096,193","12,787,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Administrative and support and waste management and remediation services,"2,520,702","69,315,652","2,154,329","381,734","735,411","413,974","6,520,480","22,048,434","2,102,839","61,587,391","1,402,030","255,262","540,318","288,968","4,902,061","25,084,014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Administrative and support services,"2,505,307","67,438,150","2,001,256","368,084","704,992","388,219","6,246,539","21,841,309","2,090,641","60,117,687","1,312,222","242,732","513,745","271,324","4,721,650","24,798,674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Waste management and remediation services,"15,394","1,877,502","153,073","13,651","30,420","25,755","273,942","207,125","12,198","1,469,704","89,808","12,530","26,573","17,644","180,411","285,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Educational services,"708,012","10,877,777","268,724","84,735","627,778","58,101","571,101","4,088,697","562,096","9,669,166","166,394","63,561","469,932","37,125","456,270","4,744,706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health care and social assistance,"2,189,006","122,333,143","2,618,657","636,813","5,452,944","864,638","18,220,619","49,670,939","1,831,747","113,814,133","2,200,076","519,993","4,797,069","689,822","16,059,712","52,336,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Ambulatory health care services,"1,118,168","100,239,487","2,062,797","512,609","4,719,160","675,286","15,501,509","41,376,560","905,614","94,354,536","1,857,734","434,226","4,222,351","579,715","14,070,275","43,171,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Offices of physicians (except mental health specialists),"188,183","32,888,470","516,949","169,905","1,372,723","122,966","4,257,038","15,905,859","150,794","31,205,866","443,188","139,904","1,258,147","100,970","3,987,550","16,210,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"     Offices of physicians, mental health specialists","30,866","3,359,207","40,631","8,522","221,554","8,323","232,701","1,871,803","27,581","3,281,441","38,123","8,522","208,395","8,037","222,530","1,888,793",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Offices of dentists,"74,757","27,207,481","877,748","86,962","1,115,015","324,906","6,357,291","9,156,089","67,151","26,387,809","828,922","80,971","1,065,349","308,565","6,073,627","9,285,815",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Offices of chiropractors,"39,606","5,092,814","124,082","46,695","489,495","53,427","571,061","1,802,837","33,890","4,712,669","110,159","37,314","450,486","50,650","511,179","1,834,955",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Offices of optometrists,"18,015","4,157,566","116,336","12,735","273,163","27,241","769,079","1,185,827","16,567","3,918,921","112,378","12,230","232,997","23,213","697,312","1,199,829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Offices of mental health practitioners and social therapists,"178,190","9,491,310","137,233","68,008","643,892","19,400","884,664","4,596,369","138,975","8,849,470","122,909","57,909","542,922","11,629","659,043","4,825,511",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Offices of podiatrists,"8,900","1,519,518","30,074","8,818","166,256","6,448","223,966","538,712","8,099","1,478,810","29,001","* 7,021","164,133","6,448","216,363","557,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Outpatient care centers and  other miscellaneous health practitioners,"193,664","6,378,012","120,576","67,717","268,278","20,949","504,403","2,551,658","153,877","5,672,958","92,810","64,394","202,863","13,866","384,043","2,866,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Medical and diagnostic laboratories,"26,480","1,076,219","20,158","8,112","25,880","10,249","106,553","344,381","22,637","912,296","12,243","6,083","12,928","7,164","91,130","414,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Home health care services,"317,612","7,164,439","47,719","29,640","121,389","75,629","1,459,031","2,589,506","252,926","6,227,955","41,057","15,336","71,968","47,285","1,136,496","3,187,298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"     Other ambulatory health care services (including ambulance services, blood and organ banks)","41,897","1,904,451","31,291","5,495","21,515","5,747","135,723","833,518","33,117","1,706,342","26,943","4,541","12,163","1,888","91,002","900,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Hospitals,"5,596","672,097","9,399","* 1,090","10,376","3,764","107,754","340,103","3,971","615,382","8,122","* 1,087","* 9,723","3,639","90,581","355,503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Nursing and residential care facilities,"75,631","5,042,287","105,083","19,095","221,019","79,856","1,176,951","785,180","58,831","3,947,604","73,337","12,763","160,981","49,480","824,044","918,378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   Social assistance,"989,612","16,379,272","441,379","104,018","502,389","105,731","1,434,405","7,169,095","863,331","14,896,611","260,882","71,918","404,014","56,987","1,074,813","7,891,119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arts, entertainment, and recreation","1,476,496","36,054,618","1,722,857","230,588","1,236,189","260,546","1,898,546","9,149,614","941,464","29,352,185","805,746","167,637","763,092","89,659","1,119,520","13,010,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"   Performing arts, spectator sports, and related industries","1,201,741","26,931,184","1,125,692","136,933","719,872","122,019","937,579","8,548,846","766,701","22,929,080","576,001","99,511","461,324","50,998","532,984","11,452,638",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"   Museums, historical sites, and similar institutions","5,202","67,563","1,230",* 155,"* 1,354",* 31,"* 7,570","38,161","4,098","63,070",* 35,* 148,* 142,* 1,* 130,"53,690",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"   Amusement, gambling, and recreation industries","269,553","9,055,871","595,935","93,499","514,963","138,496","953,397","562,608","170,664","6,360,035","229,710","67,978","301,625","38,661","586,405","1,504,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
